,V1,Unnamed0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Star normalization,Normalization of comment scores,Help rating weights,Help normalize rating weights,Total score1,Total score2,Total score3,Total score4
132,186,186,10746822,R1HI1ZGO71ZCZ7,B00440ZZKW,734632472,t3 featherweight journey travel hair dryer,5,0,0,N,Y,Glad I finally wised up,I never realized that spending a little more on a hairdryer could be so worth it. Cut my drying time in half. I've just never even thought of ordering a higher end hair dryer. Glad I finally wised up!,8/14/2015,0.179101214, ,1.0,0.607177815,1.0,0.0,0.719513964,0.761995041,0.692353932,0.83163615
133,188,188,50791588,R1IEQJ6F4A6VKO,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,0,N,Y,A+ Air Power!,"LOVE it. Finally a hairdryer that has powerful air, just the right heat settings, and doesn't break the bank. Three heat settings that feel like they should. Cold. Warm. Hot. Two speed settings, high and low. Very happy with the ease of selecting what I want, plus (again) the great air flow.<br /><br />A major plus is not having the high-pitch screeching whine of a Conair or so many other brands. For such power, the Allure 2200W is a relatively quiet dryer. On a noise scale of 10, I would venture to say between &#34;4&#34; and &#34;6,&#34; depending on the settings. For comparison, I would rate most Conairs and probably most other blow dryers I've used at between 7-10. Not dis'ing Conair, just mostly been using that brand for the past decade.<br /><br />My only wish is that the Allure buttons were on the right side (as opposed to facing inside toward your head), as I find the buttons a tad easy to inadvertently press. But that's a personal preference. Maybe you'll like it just the way it is. On the other hand, if you have both left- and right-handed family members, this might be a good solution.<br /><br />Either way, I personally love this dryer. Five stars.",8/14/2015,0.758652247, ,1.0,0.760912546,1.0,0.0,0.7652193,0.803011467,0.741057095,0.86496584
134,189,189,23334099,RUG3DDTLTMQG1,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,... of these in a hotel while on vacation and liked it so much I came home and ordered one,I used one of these in a hotel while on vacation and liked it so much I came home and ordered one.  It works so much faster than my older one.,8/14/2015,0.176951278, ,1.0,0.606607512,1.0,0.0,0.719344413,0.761842884,0.69217326,0.831512509
135,190,190,20382907,RCY2135PRE9JT,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",4,0,0,N,Y,Great blowdryer for the price that gets the job done,"Great blowdryer for the price that gets the job done. However, the &#34;High&#34; setting is noisier than I would have liked.",8/14/2015,0.252298304, ,0.75,0.626594457,1.0,0.0,0.590536532,0.617175401,0.573505124,0.660845678
136,191,191,41464179,R3M90DCSHBOWIQ,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,0,0,N,Y,Five Stars,GOOD !!!!,8/14/2015,0.019048195, ,1.0,0.564721316,1.0,0.0,0.706891647,0.750667647,0.678903713,0.822431581
137,193,193,41174487,R2RH9KLFJQKLUB,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,0,0,N,Y,Five Stars,professional grade in my home!!,8/14/2015,0.019856494, ,1.0,0.56493573,1.0,0.0,0.706955392,0.750724853,0.678971639,0.822478066
138,194,194,14112660,R339QLE6WNVRB7,B008O1V33A,569841544,professional lightweight hair dryer,5,0,0,N,Y,Excellent buy at this price point!,Great hair dryer for the price!,8/14/2015,0.105130911, ,1.0,0.587556067,1.0,0.0,0.713680419,0.756759959,0.686137762,0.827382155
139,195,195,51941990,R2B9QG5L6SRRKU,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",5,1,1,Y,N,Wow--that was fast!,"I got this because my old hairdryer was starting to get beat.  I was really surprised at how quickly my hair dried using it.  I have long hair which usually takes a while to dry and literally it took just a few minutes to get it dry.  Really surprising.  And it wasnt superhot either.  I also had more shine, again a surprise.  I dont know how a dryer can shine your hair but it does.  I didnt expect the claims on the box to really be true, particularyl at this dryers price.  A great deal!",8/14/2015,0.1954226, ,1.0,0.611507311,1.150514998,0.058339145999999995,0.730357076,0.770926759,0.704419082,0.837434436
140,196,196,52925627,RLBHOI5D7LZN8,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",5,0,0,Y,N,Perfect for my post-workout needs.,I normally do not use a hair dryer but my office now has a gym; after working out I don't want my very long hair dripping all over the place. My hair is straight so I do not need the diffuser attachments that came with this dryer. I was surprised at how quiet this hair dryer is and how much volume of warming air it generates. My hair was dry in minutes. This dryer is light and very efficient. I love the color. Very impressive addition to my hair care regime.,8/13/2015,0.065015152, ,1.0,0.576914751,1.0,0.0,0.710516756,0.753920856,0.682766593,0.825075118
141,197,197,51868838,RPSB8A2MPWMKT,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,I love how it folds and how it is easy to ...,"Bought this to take on a trip to Europe.  I love how it folds and how it is easy to convert the voltage.  Most importantly, this small dryer works really well!  Great purchase....BUY IT!",8/13/2015,0.226358614, ,1.0,0.61971356,1.0,0.0,0.723240841,0.765339578,0.696325256,0.8343539
142,198,198,13745599,R2BCC54Z1728KE,B00JH2C3DE,768062995,panasonic eh-na65-k hair dryer,5,0,0,N,Y,Cuts down on the frizz!,"This really works.  I've tried several ceramic, ionic dryers in the past few years and I saw absolutely no difference in how my fine ,&#34; prone to frizz in humidity&#34; hair came out after blowing it dry.  With my new Panasonic, my hair looks smoother, less frizzy and stays that way during the day. For me, this is a keeper!",8/13/2015,0.357186153, ,1.0,0.654417555,1.0,0.0,0.733558339,0.774598604,0.707319481,0.841877726
143,199,199,16065367,R1EXTDLM1DGFS,B0009XH6V4,670161917,andis micro turbo hair dryer,5,1,1,N,Y,Light and powerful,Light and powerful.  Great for travel.  Dries your hair quickly.,8/13/2015,0.169533509, ,1.0,0.604639836,1.150514998,0.058339145999999995,0.728315375,0.769094516,0.702243466,0.835945567
144,202,202,22512379,R3680KPSRU144J,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,Great blow dryer!!,Love this dryer!!!! Hair dries quicker and is so convenient to travel with!,8/13/2015,0.186292898, ,1.0,0.609085519,1.0,0.0,0.720081125,0.762504016,0.692958292,0.832049741
145,203,203,48330087,R273B5V02ATC55,B00QNC39TI,828468145,mhd professional salon grade 1875w low noise ionic ceramic ac infrared heat hair dryer plus one concentrator and one diffuser black color,5,0,0,N,Y,Bit heavier than desired but overall great,Got this for my mom. It is a bit heavier than she'd like but overall she loves it!,8/13/2015,0.143666425, ,1.0,0.597778198,1.0,0.0,0.716719458,0.759487223,0.689376133,0.829598313
146,204,204,11477479,R2ZEP7M26ULTB,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Five Stars,Great...exactly what I expected,8/13/2015,-0.005189247, ,1.0,0.558291966,1.0,0.0,0.704980202,0.748952297,0.676866895,0.821037698
147,205,205,33855098,R1V0QYK52DC7LC,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,4,1,1,N,Y,Good things come in small packages,"Needed to get a less powerful blow dryer when I moved to a place with crappy outlets that were killing my other dryers. The MiniPro is super tiny and looks like it could be for a doll, but surprisingly works great for me. Made well and feels sturdy. My dry time seems to be shorter. I have fine hair though. My stepdaughter has long medium hair and it dried her pretty quick as well. Love the color. Very light weight and will be perfect for travel. Especially love the travel bag it comes with, so cute! Been using this dryer a few weeks now and no complaints. Only wish is that it had a cool setting.",8/13/2015,0.719635427, ,0.75,0.750562741,1.150514998,0.058339145999999995,0.636948255,0.658026747,0.623471842,0.692581653
148,206,206,50899258,R3GZRC0SV9KEUG,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Perfect heat settings and easy to hold.,"Quiet, excellent drying, doesn't get dangerously hot.",8/13/2015,0.041866994, ,1.0,0.57077435,1.0,0.0,0.708691214,0.752282597,0.680821314,0.823743879
149,207,207,49314436,R1Y4GQ0H81YIET,B00JH2C3DE,768062995,panasonic eh-na65-k hair dryer,5,0,0,N,Y,Worth the heavy price!,"Really enjoying this dryer. Works really well for my curly hair. I had a really nice/pricey dryer, similar to this one, for years and when it gave out I bought a dept store $30 dryer. I noticed immediately that my hair was getting frizzy. I used that for several months and then finally decided to break down and shell out the cash for this dryer. So glad that I did.<br /><br />I mostly use it with the curl diffuser on warm heat. I get great curls and less frizz. On occasion I use the directional attachment to straighten my bangs or all of my hair and I love that too. Makes my hair silky smooth.<br /><br />The last time I bathed my dog I used the other nozzle that is supposed to be &#34;quick dry.&#34; That was really amazing. Dried my little dog in no time. I was happy and she seemed to be relieved. I imagine that if you don't need to worry about frizz, this quick dry nozzle would be great if you're in a hurry.<br /><br />I've had this for several weeks and I would recommend it. Hoping this one lasts quite a while!",8/12/2015,0.328965789, ,1.0,0.646931674,1.0,0.0,0.731332787,0.772601371,0.704947954,0.840254787
150,209,209,45664769,RVVD40C36Q50N,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Can't beat the power for the price!,"This thing is awesome!! Small, compact, powerful. This thing stores well as it folds up, for those of us that have limited bathroom space and cabinets or travel often. Conair has been making quality products for years and they have always been affordable.",8/12/2015,0.459551109, ,1.0,0.681571418,1.0,0.0,0.741631182,0.781843254,0.715921825,0.847764683
151,213,213,31304380,R1H1VYSIGIND73,B00VRN7SB8,253917972,remington silk ceramic professional hair dryer,5,0,1,Y,N,Great dryer for the price!,"I received this item as a test product for the VINE review program, but this is a great hair dryer for a low price. it has 1875 watts, which is 25 more than most, and more ion presentation for quicker hair drying. Ions are funny things Ionized air respells water, and deionized water falls off easier, so if there was a way you could wash your hair in DI water, you would really have it made, cleaner hair that dries very fast, but I digress. This dryer does the job of a much more expensive professional dryer, it is a good buy!",8/12/2015,0.586728776, ,1.0,0.715307229,1.0,0.0,0.751660839,0.790843969,0.72660933,0.855078607
152,215,215,39189926,RM6B1HYRNT79M,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,0,0,N,Y,everything about it seems great.,"I was afraid that this hair dryer would not be top quality because of the price. However, everything about it seems great.",8/12/2015,0.013610782, ,1.0,0.56327896,1.0,0.0,0.706462835,0.750282827,0.678446775,0.822118879
153,218,218,45897592,R1KMAUA78ITFU1,B003L0LWYY,531585937,bed head hot head 1875w hair dryer for massive shine,5,0,0,N,Y,Great dryer,"This dryer leaves my hair shiny and soft, has good variety of settings, and that necessary cool shot of air to set my hair for the day. Highly recommend! Can't beat the price point.",8/12/2015,0.340491985, ,1.0,0.649989173,1.0,0.0,0.732241781,0.773417111,0.70591657,0.840917653
154,219,219,29727847,R3CUR1CL71HWTB,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,AWESOME!,"Love this! GREAT Power, adjustable speeds, works awesome!",8/11/2015,0.150611471, ,1.0,0.599620477,1.0,0.0,0.717267168,0.759978743,0.689959767,0.829997719
155,220,220,2124900,R2TR30HBEZLJUS,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,5,0,0,N,Y,Five Stars,excelente,8/11/2015,0.019048195, ,1.0,0.564721316,1.0,0.0,0.706891647,0.750667647,0.678903713,0.822431581
156,223,223,46490286,RGMCGHXV7A8RY,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,5,0,0,N,Y,Five Stars,Best cheap hair dryer ever,8/11/2015,0.015146058, ,1.0,0.563686215,1.0,0.0,0.706583912,0.750391482,0.678575793,0.822207171
157,224,224,20400588,R2HWIG82MLBIXZ,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,0,N,Y,Five Stars,Love this blow dryer!,8/11/2015,0.052323169, ,1.0,0.57354801,1.0,0.0,0.709515823,0.753022609,0.68170001,0.824345209
158,225,225,27022992,R1TB50UUBFS3A0,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,4,0,0,N,Y,Worked wonderfully,Was for my mother who has always used one.  It worked wonderfully for her.  She liked the settings for heat control.  That was a big concern for her.,8/11/2015,0.153931415, ,0.75,0.600501143,1.0,0.0,0.58277899,0.610213705,0.565238762,0.655188648
159,226,226,34806811,R1JKXNK0RN1EIL,B000S8JB36,276205451,"herstyler pro-fusion dryer – negative ion technology, far infrared heat, ergonomic design – best hair dryer – professional quality",4,0,0,N,Y,Four Stars,Works very good for the price but WOW it is very heavy and takes time to get use to,8/11/2015,0.105641871, ,0.75,0.587691607,1.0,0.0,0.578970715,0.606796121,0.561180701,0.65241154
160,227,227,52787174,RI8MLX2UIJEZU,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,5,0,0,N,Y,Five Stars,perfect dryer,8/11/2015,0.037740328, ,1.0,0.569679689,1.0,0.0,0.708365772,0.751990541,0.680474525,0.823506557
161,229,229,18956257,R1KFKEPWJJBO7V,B000S8JB36,276205451,"herstyler pro-fusion dryer – negative ion technology, far infrared heat, ergonomic design – best hair dryer – professional quality",5,0,0,N,Y,Five Stars,Great blow dry . shiny hair and fast blow dry,8/11/2015,0.195055236, ,1.0,0.611409862,1.0,0.0,0.720772152,0.763124151,0.693694644,0.832553658
162,230,230,20105752,R1E6O5NPDOELVG,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,0,N,Y,One hot dryer!,"Awesome dryer, I have been looking for something like this for quite sometime!",8/11/2015,0.184107443, ,1.0,0.608505794,1.0,0.0,0.719908772,0.762349346,0.692774636,0.831924056
163,231,231,42631161,R12ZN7PRTLVOG4,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),4,0,0,N,Y,Worth the money,"I love that this has 3 different heat settings. Cuts drying time in half without using too much heat. If i had to have one complaint, the dryer itself is a little heavy, other than that it's perfect.",8/11/2015,0.132765646, ,0.75,0.594886601,1.0,0.0,0.581109786,0.608715745,0.563460075,0.653971415
164,232,232,17058425,R2W7CLG17TURB9,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,5,0,0,N,Y,comfortable to hold,"Sleek, comfortable to hold, works great. So happy that I purchased this item.",8/11/2015,0.105785301, ,1.0,0.587729654,1.0,0.0,0.713732026,0.756806272,0.686192754,0.827419789
165,233,233,48030632,R13ZUH6W7GNTTI,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,5,0,0,N,Y,Great!!,"Great, lightweight, use every day for past year almost & love it!! Best price too!",8/11/2015,0.251484093, ,1.0,0.626378475,1.0,0.0,0.725222321,0.767117777,0.698436701,0.835798853
166,234,234,3805005,R1IMDHNZGXYY4D,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Five Stars,"Cheap and comfortable, defenetly worth it",8/11/2015,0.075942397, ,1.0,0.579813369,1.0,0.0,0.711378515,0.754694207,0.683684875,0.825703538
167,236,236,48446409,RR5W1C13LUJ1C,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",5,0,0,Y,N,great price for a well made hairdryer,"This is a nice basic hairdryer. We have a big family and own several Remington hairdryers. This one is in the kids bathroom. With its smaller grip it's a good size for older kids and teens to use. It dries hair fairly quickly, on par with most other dryers we've owned. We keep it on a command adhesive hook above the outlet to the side of the sinks. The cord has a good sized built in loop for hanging.<br /><br />I was really happy to find that it comes with both a wide, flat nozzle for straightening as well as a diffuser for curly styles. My fancy high end dryer didn't come with a diffuser and it took forever to find one that fit. I also like that it has a cool button, no need to slide a button up and down to set a style with cool air.<br /><br />My one complaint is that this dryer is a bit noisier than the other Remington dryers we have. It's not so noisy that it consider it loud for a hairdryer but if you're searching for a quiet model know this one is average to slightly above average as far as noise goes.<br /><br />All in all I'm impressed with this hairdryer. It's a fantastic value at this price point. All our other Remington's have lasted years.",8/11/2015,0.973005844, ,1.0,0.8177731,1.0,0.0,0.782123943,0.818181863,0.759070518,0.877293208
168,238,238,11170395,R23628CKGV10AK,B00MEBKQ8E,646149518,"panasonic hair dryer nano care, vivid pink, 1 ounce",5,1,1,N,Y,love it !! amazing !!,amazing dryer !! it makes my hair soft and easy dry. Even though the price is expensive but I really recommend this product to others ! i like pink color very pretty. very useful !!!!,8/11/2015,0.380321225, ,1.0,0.660554485,1.150514998,0.058339145999999995,0.744938801,0.784012545,0.719957226,0.848067863
169,239,239,5833440,RICRO0QP1FGKN,B001UE7D3C,494548935,"andis 1600-watt quiet wall mounted hangup hair dryer, white (30135)",5,0,0,N,Y,The best Hair Dryer for anyone!,I really do like it! It is so handy and drys my hair very good. I would recommend it to anyone that needs a hair dryer.,8/11/2015,0.238014584, ,1.0,0.622805483,1.0,0.0,0.72416007,0.766164503,0.697304777,0.835024229
170,240,240,12006442,R2ET1A8LOF7J56,B002NGMEVW,16483457,conair pro hair dryer,4,0,0,N,Y,Four Stars,"my wife love it, its not heavi and powerfull",8/11/2015,0.103116227, ,0.75,0.587021641,1.0,0.0,0.578771534,0.606617374,0.560968456,0.652266292
171,241,241,14490933,R1QDB4DKGTCLQG,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",4,0,0,N,Y,Its PINK AND BROWN,I mean it works well. I just wish they'd label this as PINK AND BROWN.,8/10/2015,0.165722722, ,0.75,0.603628967,1.0,0.0,0.583708892,0.611048208,0.566229657,0.65586676
172,242,242,15316844,RWBMUZGYJ803Q,B0009PL4D8,959834931,turbo power twinturbo 2800 coldmatic hair dryer 314,5,0,0,N,Y,Five Stars,"Excellent product, and dries my long thick hair very fast.",8/10/2015,0.139803565, ,1.0,0.596753516,1.0,0.0,0.71641482,0.759213838,0.689051514,0.829376162
173,243,243,27978418,R2TX0BE5LNN8S0,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Five Stars,Works excellent. Light weight also which I like very much.,8/10/2015,0.160482588, ,1.0,0.602238941,1.0,0.0,0.718045637,0.760677349,0.690789297,0.830565402
174,244,244,43362091,R1ZPVD3PJCOXS5,B00MMRFUG8,127431946,"remington d3190a damage control ceramic hair dryer, ionic dryer, hair dryer, purple",4,0,1,Y,N,Ok for a backup or basic hair dryer,"This is a decent hair dryer, and we usually buy the less expensive ones because they seem to last as long, if not longer, than more expensive ones.  On this one, the handle doesn't fold, which is kind of a pain for storing, and it only has two heat settings, which my wife found to be either too hot and not hot enough, so she went back to her old one.  The removable filter is a simple plastic screen that screws off of the back so it can be washed.  It's nothing special, but it's a nice touch that you can remove it vs. trying to get all the gunk out while wrangling the rest of the dryer.  We don't use the attachments for curly hair, so while they were included and seem durable, we'd not be able to say how well they work.  At any rate, it's a good dryer we'll keep in the guest bathroom and can serve as a functional backup.",8/10/2015,0.248772676, ,0.75,0.625659231,1.0,0.0,0.590258489,0.616925883,0.573208844,0.660642921
175,245,245,21454183,R1NAFRGI2EQW79,B001BOFISS,341174535,andis 81290 tourmaline ionic/ceramic 1875 watt hair dryer,5,0,0,N,Y,Solid!!!,"Bought this as a damaged box item. It was in perfect condition. It is a professional hairdryer so keep in mind it is solid & somewhat heavier than your basic, cheap home brand.",8/10/2015,0.260573364, ,1.0,0.628789543,1.0,0.0,0.725939131,0.76776105,0.699200527,0.836321573
176,246,246,23376831,R9TC8HPZ4DTGF,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",4,0,0,N,Y,Hair dryer has a good weight to it and it feels solidly built,"The accent parts are pink..a light &#34;princess&#34; pink...something that is not totally obvious on a mobile screen. Not a big deal, but I would prefer white or black. Hair dryer has a good weight to it and it feels solidly built. Hot/cold function works fine. I would like a bit more volume to the air, something that all newer hair driers seem to lack. I have one from 1991 that is like a tornado on its highest setting.",8/10/2015,0.465819339, ,0.75,0.683234161,1.0,0.0,0.607375516,0.632286874,0.591448582,0.673125166
177,248,248,6711275,R32LLHBVBFUQY4,B0009XH6VO,223051644,andis hangup 1600w wall mount hair dryer,5,0,0,N,Y,Five Stars,Very good,8/10/2015,0.050067357, ,1.0,0.572949621,1.0,0.0,0.709337922,0.752862959,0.68151044,0.824215478
178,249,249,16187795,R31M7EJT4TMHFX,B000X300MC,122140779,"jerdon wall mount hair dryer with 2-speed and heat settings, 1600-watts",5,0,0,N,Y,Five Stars,It gets the job done!,8/10/2015,0.084309255, ,1.0,0.582032806,1.0,0.0,0.712038353,0.755286353,0.684387993,0.826184712
179,250,250,27971558,R3VJX4N2SLG0CP,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,5,0,0,N,Y,I love this hair dryer,Small light and powerful.  I love this hair dryer.,8/10/2015,0.115856391, ,1.0,0.590401164,1.0,0.0,0.714526266,0.757519031,0.687039089,0.827998972
180,251,251,50995125,R2FPQ92K24UNVX,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,4,0,0,N,Y,Works as advertised,"Dries my fine curly hair quickly. Good price, too.",8/10/2015,0.177980667, ,0.75,0.606880573,1.0,0.0,0.584675594,0.611915737,0.567259766,0.656571708
181,252,252,1432178,R1I1MIX2QITKEY,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,0,N,Y,great blowdryer!,great blowdryer !! i looked up for reviews before i purchased and i could not be happier! Drys really fast and its very hot!!!,8/10/2015,0.208487093, ,1.0,0.614972867,1.0,0.0,0.721831433,0.764074761,0.694823404,0.833326118
182,253,253,49056855,R7DGK9I2XDQ72,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,1,1,N,Y,"Bought two, I liked it so much!","Found this gem in a hotel in Savannah and liked it so much I took a photo and found it on Amazon.  Bought two, one for each bathroom.",8/10/2015,0.183403418, ,1.0,0.60831904,1.150514998,0.058339145999999995,0.729409203,0.770076128,0.703409037,0.836743219
183,254,254,495120,RXXG1R9SUIMM4,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,5,0,0,N,Y,Five Stars,Excelente,8/10/2015,0.019048195, ,1.0,0.564721316,1.0,0.0,0.706891647,0.750667647,0.678903713,0.822431581
184,255,255,42275461,R228TJT2VMBC0Z,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Awesome,Awesome,8/10/2015,0.028437935, ,1.0,0.567212088,1.0,0.0,0.707632154,0.751332185,0.679692789,0.822971581
185,256,256,49568180,R2I6PFWHZW9PHL,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,1,1,N,Y,Adorable and Great for Fine Hair.,"Works great! It's so cute! Wonderfully small and pretty hot pink color. It does the job! I have fine hair and this dryer doesn't overpower me or my hair. Nice and lightweight. You might think, oh, this little thing isn't going to do anything, but it DOES! Highly recommended for fine hair.",8/9/2015,0.273635357, ,1.0,0.632254435,1.150514998,0.058339145999999995,0.736525196,0.776462091,0.71099177,0.841932412
186,258,258,3223246,R2SJEJIV95IZ76,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Five Stars,Worked in Middle East,8/9/2015,0.034726532, ,1.0,0.568880234,1.0,0.0,0.708128093,0.751777246,0.680221258,0.823333235
187,259,259,16231536,R3H3TMOI1A270W,B0009XH6VO,223051644,andis hangup 1600w wall mount hair dryer,5,0,0,N,Y,Five Stars,Love these,8/9/2015,0.058132832, ,1.0,0.575089111,1.0,0.0,0.709973993,0.753433775,0.68218823,0.824679319
188,260,260,48310574,R31E3XA6RNPRQ6,B0017WNHYG,380013605,turbo power twin turbo 2600 hair dryer,5,0,0,N,Y,Fast shipping has lots of power my friend recommended this blower she loves it so I am very ...,Fast shipping has lots of power my friend recommended this blower she loves it so I am very excited to use mine,8/9/2015,0.189790722, ,1.0,0.61001337,1.0,0.0,0.720356975,0.762751567,0.693252236,0.832250899
189,261,261,51177255,R2TW4FSXQ60M75,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,5,0,0,N,Y, ,Used once - recently cut hair - Sure to use it again after hot weather ends.,8/9/2015,0.005325857, ,1.0,0.561081257,1.0,0.0,0.705809458,0.749696479,0.677750542,0.821642417
190,263,263,32653589,R3BK355PT51Z9N,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),5,0,0,N,Y,Elchim Professional 2001 Clasic Hair Dryer,"I am very pleased with this hair dryer. It is powerful, quiet and dries my hair in less time than previous dryers.<br />I have the Elchim for European current and thought it worked so well that I decided to buy one that uses US current.<br />I  highly recommend this Elchim product!",8/9/2015,0.170027382, ,1.0,0.604770843,1.0,0.0,0.718798372,0.761352861,0.691591403,0.831114319
191,264,264,22673526,R2DWGQKFHRHIAA,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,0,0,N,Y,Your Hair Will LOOK AMAZING!,"The best hair dryer ever!  We traveled to NYC over the summer.  At the Seton Hotel, these were the hair dryers they had for guests to use.  My hair was not dry.  It had a variety of settings and was not noisy.  I came home immediately an ordered one.  Wen shampoo and this hair dryer word well together.  :)",8/9/2015,0.199308575, ,1.0,0.612538125,1.0,0.0,0.721107585,0.763425172,0.694052078,0.832798266
192,266,266,8146182,R14TJUOG8P90JC,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Five Stars,I like the hair dryer,8/9/2015,0.021811362, ,1.0,0.565454288,1.0,0.0,0.70710956,0.750863204,0.679135918,0.82259049
193,267,267,159411,R3F1BEEFLSEB9,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,5,2,2,N,Y,Great for curly hair!!,"I have 3B curly hair and the diffuser attachment works amazing, it doesn't make my hair frizzy but provides a lift to my roots. The dryer is super lightweight and is very quite. I keep it on low and the power is still amazing, it cut my hair routine by half. I would highly recommend this to anyone with 3B curly hair.",8/9/2015,0.337308033, ,1.0,0.649144581,1.318080836,0.123287146,0.752185119,0.789625951,0.728247537,0.851004364
194,269,269,32900509,R15121XDJ0ZIHH,B00VRN7SB8,253917972,remington silk ceramic professional hair dryer,4,0,1,Y,N,"Quiet and powerful, but buttons could be better...","Excellent hair dryer, but my impression is that the controls could be a little more ergonomic.  Quieter than most hair dryers, I particularly like the small rubber nubs on the side which help keep it on your counter.  3 fan settings and 2 heat settings (3 if you include heat off) plus a &#34;Cool shot&#34; button.",8/8/2015,0.113734831, ,0.75,0.589838387,1.0,0.0,0.579608953,0.607368882,0.561860801,0.652876962
195,273,273,53047657,R2VM4AYAQA8VQ,B00VRN7SB8,253917972,remington silk ceramic professional hair dryer,5,0,1,Y,N,Exceeded Expectations,"I am quite a fan of Remington hair dryers and while my old one is still quite functional, I prefer the newer Remington AC2015C T|Studio Silk AC Professional Hair Dryer.  The newer model has basically the exact same functions as my older, far more expensive model; 1875-watt motor, two attachments, the heat settings, three speeds, and a cold air setting.  The newer Remington AC2015C is heavier, which I actually prefer, the attachments are about 50% smaller, another bonus for me, as I already have straight, thin hair, and the other attachments were too much attachment for my needs.  This ceramic model has a coating that I like; it keeps my hands from slipping.  The control buttons are still on the underside of the handle, which I prefer, as it is easier to adjust, in my opinion.  This model appears to dry my hair faster than my older, more expensive model, and both offer a smooth, frizz free finish.  I would highly recommend this hair dryer, it does what it says it does and the price is fantastic.",8/8/2015,0.7054073, ,1.0,0.746788514,1.0,0.0,0.761020225,0.799243176,0.736582601,0.86190375
