,V1,Unnamed0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Star normalization,Normalization of comment scores,Help rating weights,Help normalize rating weights,Total score
2245,3562,3562,49095707,R1JK2G2LDBI4LL,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Highly recommended for fine hair - will leave hair feeling soft!,"I am very surprised to be writing a raving review about a hair dryer.  I never really gave much thought to my hair dryer and the potential damage it could do to my hair.  My last dryer (it was either a Clairol or Revlon-I threw it out after it starting throwing sparks) left my hair extremely dry after approximately two years' use.  I kept switching shampoos and conditioners, thinking that my hair was just changing and I needed to find a new product.  Turns out all I had to do was buy a new hair dryer!  Before purchasing this dryer, I read a few online articles that suggested a lower wattage dryer for fine hair.  That is basically how I ended up with this dryer-it was the lowest wattage dryer (besides a travel dryer) for a reasonable price.  I have only been using it for a few weeks now and the difference in the feel of my hair has been unbelievable - extremely soft!  In addition, the dryer is surprisingly quiet and dries my full head of hair in less time than my prior dryer.  Overall, I recommend this product.",11/7/2014,0.581552771,10,1.0,0.713934215,1.0,0.0,0.751252642
2246,3563,3563,30610762,R175ID110025Z2,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Five Stars,Excellent! will surely buy again. Does the job right.,11/7/2014,-0.034086997,19,1.0,0.550626398,1.0,0.0,0.702701228
2247,3565,3565,13804280,R3428OMP0FBXDZ,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,1,1,N,Y,Five Stars,great buy!,11/7/2014,0.004910427,12,1.0,0.560971058,1.150514998,0.058339145999999995,0.715332648
2248,3566,3566,42968314,R1DFFN13H4H2IR,B001MXWZFM,16483457,conair pro hair dryer,5,0,0,N,Y,LOVE IT!,"It dries my hair so quick leaving is so smooth, LOVE IT!!!",11/7/2014,0.189829712,2,1.0,0.610023713,1.0,0.0,0.72036005
2249,3568,3568,41012002,RBLIP4TJHAG4E,B001UHMWBM,197856712,andis 1600w quiet hangup hair dryer with night light,5,0,0,N,Y,Perfect,Perfect for anyone. I use two of these in a rental condo with zero problems.,11/7/2014,-0.000348437,7,1.0,0.559576065,1.0,0.0,0.705361964
2250,3570,3570,9996033,R2S89WSRLDCQC2,B00CC7Y0G4,253762851,"remington d3015 ionic ceramic dryer, ionic hair dryer, hair dryer",5,3,3,N,Y,Wonderful hair dryer,Wonderful hair dryer.  I bought this one for my camper and after using it I put my more expensive one in the camper and brought this one in the house. It dries my long hair much faster and somehow leaves it less frizzy.  I was skeptical of the ionic feature but after using it I will not use anything else.  I love it!,11/6/2014,-0.185617431,3,1.0,0.510430644,1.4515449930000002,0.175017439,0.719418887
2251,3572,3572,14232513,R2MKBHP726Y8LI,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,5,38,42,N,Y,Short fingers on a round diffuser are hard to find!,"This is the only diffuser of this variety I've ever found that has short fingers.  Normally the fingers are so long that it is impossible to get the heat close enough to my hair to not take forever to dry.  (I hated those long fingers when I had long hair, and I still hate them now that I have short [not even to my chin] hair!)  This diffuser does blow hair around a bit more than a traditional diffuser (for example, the old school ones w/ the black foam-like material), but this doesn't bother me since my curls are uneven in texture and lend themselves to a beach-y, messy type of look.  Might cause frizz for tight curls, though.",11/6/2014,-0.152789562,0,1.0,0.519138736,2.443530263,0.559507854,0.784987333
2252,3573,3573,45517788,R1EHU2MSUCQ6ZP,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,5,0,0,N,Y,Perfect for all types of hair...,This hair dryer is the best anywhere. This is my second purchase due to one of my granddaughters breaking the previous one. Will order again in the future if need be.,11/6/2014,0.143069679,12,1.0,0.597619902,1.0,0.0,0.716672397
2253,3576,3576,37389444,R1PE5Y664JUAH4,B000N8F9M8,943337655,"turbo power 3200 twin turbo hair dryer, 36 ounce",5,0,0,N,Y,Five Stars,great,11/6/2014,0.034140712,0,1.0,0.568724836,1.0,0.0,0.708081894
2254,3578,3578,35196863,R16CQ1RGJG6RDT,B0009XH6V4,670161917,andis micro turbo hair dryer,5,0,0,N,Y,love the small size!,"small, light, powerful, good amount of heat.",11/6/2014,0.10537824,4,1.0,0.587621674,1.0,0.0,0.713699924
2255,3580,3580,25683244,R2Z6ETJQP9R19U,B0009PL4D8,959834931,turbo power twinturbo 2800 coldmatic hair dryer 314,5,0,0,N,Y,still awesome!,"Used this for year, still awesome!",11/6/2014,0.004366844,0,1.0,0.560826865,1.0,0.0,0.705733827
2256,3581,3581,42145269,R2WWTC65M37NZI,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,1,N,Y,Five Stars,does good,11/6/2014,0.002894327,3,1.0,0.560436257,1.0,0.0,0.705617699
2257,3582,3582,35196863,R3PAQTUZX3EPAB,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,5,0,0,N,Y,nice compact size,"strong powerful air flow, dries hair quickly, nice compact size, lightweight.  Wish it had a better button for controlling the 'shot of cool' setting.",11/6/2014,0.294525725,1,1.0,0.637795923,1.0,0.0,0.728616728
2258,3583,3583,2369024,R1MJBB2CGETJR0,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,... the past 3 months and I gotta say I love it! My only problem with it is how ...,"I've used this little guy daily for the past 3 months and I gotta say I love it!<br /><br />My only problem with it is how bulky the plug is. I mean, seriously, if you want it to be a PORTABLE dryer, don't have the end of the cord be almost as big as the handle.<br /><br />In terms of performance, however, I cannot complain.",11/6/2014,-0.076936164,7,1.0,0.539260005,1.0,0.0,0.699321999
2259,3585,3585,44811989,R3172X3UPM8GY4,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Five Stars,Very good!  Excellent. It works. I love it!,11/5/2014,0.168117146,21,1.0,0.604264124,1.0,0.0,0.718647724
2260,3587,3587,7946724,R2EI8ODTLWF1Y,B000G666EW,179801564,"proversa micro turbo dual voltage portable hair dryer with 2-speed and heat settings, 1600-watts",5,0,1,N,Y,Five Stars,best dryer I've had in years!,11/5/2014,0.043928529,0,1.0,0.571321204,1.0,0.0,0.708853794
2261,3588,3588,3917998,R1S6RA7G6T1Z3R,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,It is great! My hairstylist even thinks so!,"This has to be one of the best hairdryers Ive bought. The plum sparkle coloring is spectacular. It is a little heavy but not real noticeable. The only thing that &#34;erks&#34; me is where the buttons are. If you are use to holding it a certain way, you may have to change that. I miss having a rewindable cord too, but thats okay with me. It is great! My hairstylist even thinks so!",11/5/2014,0.160015401,10,1.0,0.602115013,1.0,0.0,0.718008793
2262,3589,3589,43207266,R1EWQQBM0KWYX1,B000FS1W4U,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Five Stars,I love it!,11/5/2014,0.037045059,22,1.0,0.569495258,1.0,0.0,0.70831094
2263,3591,3591,9064811,R35QIFKQDABXW,B00092M2X2,221722169,hot tools ionic anti-static professional dryer - model # 1035 - black/purple hair dryer for unisex,5,0,0,N,Y,gooood,GREAT FOR HOME USE !!!!!,11/5/2014,0.025317808,3,1.0,0.566384427,1.0,0.0,0.70738609
2264,3592,3592,22277573,R35ZMGDWOFNCZ,B001UE7D3C,494548935,"andis 1600-watt quiet wall mounted hangup hair dryer, white (30135)",5,0,0,N,Y,Five Stars,Just what I wanted.,11/5/2014,-0.000368182,1,1.0,0.559570827,1.0,0.0,0.705360407
2265,3593,3593,46167074,R1DE5YVIQJN0NB,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five Stars,Excellent,11/5/2014,0.034029749,11,1.0,0.568695401,1.0,0.0,0.708073143
2266,3594,3594,27200196,R2DFC6YRVV08KY,B009ZPMPGI,711329162,conair 1875 watt ionic conditioning cord-keeper folding handle hair dryer,5,0,0,N,Y,Works Great! No Messy Cord,"I don't know why there are so many negative reviews, other than maybe operator error. This hair dryer is great, it dries my hair much faster than my other Revlon which is about 3 years old and I love the different settings. I wash my hair every other day, so it doesn't get daily use, but so far so good. The cord will only retract well if you have the handle extended, if you try to fold the handle and then retract it wont work. It is nice and compact to keep folded in my bathroom.",11/5/2014,0.418587631,2,1.0,0.670705232,1.0,0.0,0.738400665
2267,3596,3596,12998537,R278WHCTQRM7RB,B000065DJY,919751065,revlon 1875w volumizing hair dryer,5,0,0,N,Y,Five Stars,Blow dryer is awesome!  Works great,11/4/2014,0.151264158,4,1.0,0.599793612,1.0,0.0,0.717318641
2268,3598,3598,11897408,R25XUTMLOXEIH3,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,0,N,Y,Great Hair Dryer.....Great Price,"I had been using something similar for years.  It had belonged to my 95 year old mother and lasted through her life and most of mine and one morning I turned it on and zilch, it had died.  Since I am pretty much housebound I wondered what to do next.  Good ole amazon came to the rescue.  It arrived much sooner than originally planned and I was delighted.  The equipment works extremely well with various speeds and protective gear for a bathroom switch.  The only fault I found was that there were other pieces for directing air flow that came with no explanation of how to connect them.  I don't use them anyway but it would have been nice to have had some directions especially for the mechanically impaired like myself.  Otherwise a wonderful hair dryer for a cheap price.",11/4/2014,0.594101152,4,1.0,0.717262864,1.0,0.0,0.752242249
2269,3600,3600,2241794,R37N9C1OWU30NF,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Five Stars,"good, very strong wind",11/4/2014,0.055360223,22,1.0,0.574353634,1.0,0.0,0.709755335
2270,3601,3601,45129118,RXO6Y0K33ODZJ,B000G666EW,179801564,"proversa micro turbo dual voltage portable hair dryer with 2-speed and heat settings, 1600-watts",5,0,0,N,Y,Five Stars,Good deal,11/4/2014,0.064012541,1,1.0,0.576648793,1.0,0.0,0.710437686
2271,3602,3602,20457578,R1D6NJ3KK3Y3QV,B003TQPRGY,814216548,revlon 1875w compact travel hair dryer,5,0,0,N,Y,great value. not a professional one,"great value.  not a professional one, but great for home use.",11/4/2014,0.087943136,0,1.0,0.582996748,1.0,0.0,0.712324933
2272,3603,3603,36005111,R185RAW9N7PPXZ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five Stars,Love it so far. Very strong blowing unlike some of the other dryers I've owned.,11/3/2014,0.217589791,11,1.0,0.617387496,1.0,0.0,0.722549303
2273,3606,3606,47345806,R3AHFK8AUW011R,B000E8PG98,676407800,conair 1875 watt cord-keeper hair dryer; pink,5,0,0,N,Y,Works well. Love the cord keeper,I have a few of these for different rooms. Works well and cord retractor makes cleaning easy.,11/3/2014,0.192649521,3,1.0,0.61077171,1.0,0.0,0.720582429
2274,3607,3607,14946290,R2X1B92RKGXI8,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,1,1,N,Y,A Satisfactory!,"I think I should give this hairdryer a five star cuz for the price and the size, it's definitely a satisfactory for me. Would be perfect if it could bent but what the heck.<br />It does the job really good with 1200W. The nozzle of course helps a lot.<br />I got the older blue Conair travel hairdryer, can't remember the name and I liked it, but this one is way better.",11/2/2014,0.24586708,7,1.0,0.624888477,1.150514998,0.058339145999999995,0.734335296
2275,3608,3608,21766031,R1G4VG0BWKVG8,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,5,0,0,N,Y,Five Stars,excelente,11/2/2014,0.019048195,3,1.0,0.564721316,1.0,0.0,0.706891647
2276,3609,3609,25465520,R28QOD06DS9LXZ,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,0,N,Y,Five Stars,This works great I love it.,11/2/2014,0.123548331,5,1.0,0.592441568,1.0,0.0,0.715132878
2277,3610,3610,12116410,R27831SABM8IFE,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,Love it,"Good price, blow strong. Not too big.  Love it.",11/2/2014,0.117508554,11,1.0,0.590839425,1.0,0.0,0.714656561
2278,3611,3611,43738929,R22GTKOD7CNC2W,B001MXWZFM,16483457,conair pro hair dryer,5,0,0,N,Y,COOLEST DRYER EVER:-),"I absolutely Love this Blow Dryer. Its Lightweight, easy to handle, quite and Powerful. Great Buy",11/2/2014,0.185583725,3,1.0,0.6088974,1.0,0.0,0.720025197
2279,3613,3613,14690526,R22B2172WVAV9R,B0054Y2Q4K,352847602,"babyliss pro babfv2 volare ferrari designed professional luxury mid sized hair dryer, 2000 watts, black",5,1,2,N,Y,Tough hair dryer easy for a NO stylist person like me!,"I am not a salon styilst, just someone who likes to dry her hair at home at anytime, even at midnight if it is when the time is available. I used to go to a beaty salon to have my hair dry. It took usually 45-50 minutes for my stylist to dry my hair, which is just not long, thick and wavy: I have a lot of it, too (my stylist used to joke saying I had to heads in one, but sometimes another stylist would come to give her a hand... imagine to people pulling at your hair at the same time... it felt as if they were trying to split my head in two, sometimes!). My stylist is great, and became my great friend, but no matter how well she treated my hair, and how many conditioners, etc. I used, my hair got scorched enough that a some of it was always breaking in half, the natural waviness lost in an ugly way (the half of the hair closest to the roots, the other half wavy still... When I had my hair wet, it looked weird).<br /><br />One day I decided to get myself a blowdryer, and got the FHI 2000. Which turned out to be great, and while drying my hair with difficulty at first, because of my lack of practice, I managed. Seating in front of a mirror, I would bravely spent 1 hour drying my hair. It was worth it! My hair changed a lot, and the huge amounts of money I used to spend at the beaty salon were no longer necessary. Once I encountered my former stylist in the supermarket, and she thought I was visiting another beauty salon, she didn't believe me when I told her it was me (she didnt tell me, but from her face I could tell she didnt believe me).<br /><br />After a bit more than 3 years, my FHi dryer fell to the floor and the little fan inside broke. I strongly advise you not to attempt repair with any other generic piece of whatever that is not original or not from the FHI repair service (if they have any, I dont know, because I live in the Caribbean). I did that, and regretted it a lot, since the repaired dryer damaged my hair. I had to condition it lots and lots afterwards, but I have to wait for my hair to outgrow the damage (grrr!).<br /><br />Then I decided to get myself a nice, professional hair drier, and checked the Babyliss Pro with all the great feedback. After using it and learning to manage it (because it is so fast!), I cannot stop myself from congratulating me for my accurate decision! My sister tried it (she has wavy and think hair too), and immediately ordered one for her. I dry my daughter's and mother's hair too. The drying time is much less now, and the hair is great! I notice that while I still have damaged hair from the repaired old dryier, the half hair closer to the roots which is not damaged has remained healthy, keeping its natural waviness for when I decide to let it dry alone.<br /><br />The Babyliss Pro is powerful, fast, and easy to manage. It is a bit smaller in size than the other dryer I had, which is just fine for me. I feel that since the blower is so fast, I can avoid the heat fto touch my hair for so long, thus making a more healthier drying experience for my hair everytime. For your info, I use all the buttons at full speed always. I can have my hair ready in 35-40 minutes.ds, but I have to wait for my hair to outgrow the damage (grrr!).<br /><br />Then I decided to get myself a nice, professional hair drier, and checked the Babyliss Pro with all the great feedback. After using it and learning to manage it (because it is so fast!), I cannot stop myself from congratulating me for my accurate decision! My sister tried it (she has wavy and think hair too), and immediately ordered one for her. I dry my daughter's and mother's hair too. The drying time is much less now, and the hair is great! I notice that while I still have damaged hair from the repaired old dryier, the half hair closer to the roots which is not damaged has remained healthy, keeping its natural waviness for when I decide to let it dry alone.<br /><br />The Babyliss Pro is powerful, fast, and easy to manage. It is a bit smaller in size than the other dryer I had, which is just fine for me. I feel that since the blower is so fast, I can avoid the heat fto touch my hair for so long, thus making a more healthier drying experience for my hair everytime. For your info, I use all the buttons at full speed always. I can have my hair ready in 35-40 minutes.",11/2/2014,1.059302199,1,1.0,0.840664521,1.159040418,0.061643573,0.799026779
2280,3614,3614,2489455,R2H8U06VUM0S6E,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,0,0,N,Y,Salon Quality Hair Dryer,Great heating appliance.  Works great and dries hair quickly.  If you fall asleep under the dryer don't worry the timer will wake you up.,11/1/2014,0.056927156,3,1.0,0.574769287,1.0,0.0,0.709878909
2281,3615,3615,26733400,R1S5LC6YW2NOFQ,B00JQIAUDY,888313825,"andis 500-watt professional bonnet hair dryer, black (80610)",5,2,3,N,Y,Works great. I wish the bonnet was,Works great.  I wish the bonnet was larger,11/1/2014,0.017317119,4,1.0,0.564262122,1.301029996,0.116678293,0.725867033
2282,3617,3617,50979115,R3E74XXIG4Y1XE,B00440ZZKW,734632472,t3 featherweight journey travel hair dryer,5,0,0,N,Y,Happy!,"I have the full size T3, and I am very happy I purchased this travel size. It really does work to keep your hair less frizzy, and dries really quickly. The folding mechanism works well, so it fits nicely in my carry-on bag. I love the idea of not having to use the dryer in the hotel room.",11/1/2014,0.228704838,0,1.0,0.620335931,1.0,0.0,0.723425872
2283,3618,3618,31416042,R303UFZCOX7X7L,B000IG83VE,977457747,"babyliss pro babfrv2 volare ferrari designed professional luxury mid sized hair dryer, red, 2000 watts",5,0,3,N,Y,Love it,Love this dryer. I have two... One ant home and one at the lake place!,11/1/2014,0.072136131,1,1.0,0.578803699,1.0,0.0,0.71107834
2284,3619,3619,23344672,RQNEBYAGFKKFC,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,0,0,N,Y,Good dryer,Works great,11/1/2014,0.069441808,13,1.0,0.578088989,1.0,0.0,0.710865856
2285,3620,3620,996868,R1LUZN7720JKL8,B00JQIAUDY,888313825,"andis 500-watt professional bonnet hair dryer, black (80610)",5,1,2,N,Y,I absolutely love this dryer,I absolutely love this dryer. It has simplified my hair routine and save on so much time. I would definitely recommend this.,11/1/2014,0.193663897,5,1.0,0.611040788,1.159040418,0.061643573,0.730759644
2286,3621,3621,36019450,R1Z3JK9SIEIVTI,B00BT7VOI0,407404113,panasonic nano-e nano care hair dryer eh-na95 | ac100v 50-60hz (japan model),5,5,7,N,Y,LOVE LOVE LOVE,"LOVE LOVE LOVE! this is the best hair dryer I've ever seen. It's really light, very quiet, and dispenses a small burst of cool air from above the nuzzle, which is unexpectedly brilliant. It also folds so it doesn't take too much space in my luggage when I travel. The chord is a bit too short, but with an extension is fine.",11/1/2014,0.402989665,5,1.0,0.666567634,1.564431242,0.218771799,0.773005378
2287,3623,3623,16416488,R21G544URNQ9DG,B000IF3D38,108191918,conair thermal shine 1875 watt hair dryer 1 ea,5,0,0,N,Y,Smooth Move,"This hairdryer makes my hair look fabulous! I didn't think that it would make much difference, but it did!!",10/31/2014,-0.025779494,0,1.0,0.55283009,1.0,0.0,0.703356386
2288,3624,3624,14616003,R3SEFBVCDLFEIJ,B00BT7VOI0,407404113,panasonic nano-e nano care hair dryer eh-na95 | ac100v 50-60hz (japan model),5,0,0,N,Y,best hair dryer ever,best hair dryer ever!!!! i didnt care that much abt a hair dryer so most of time my hair was fuzzy. this hair dryer really works with its function choices.,10/31/2014,0.196852232,6,1.0,0.611886543,1.0,0.0,0.720913869
2289,3625,3625,20368731,R20OOL1H8TNOEC,B000FS1W4U,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Simple good hair dryer!,"So far so good!  The dryer is very lightweight, which I love.  Love the pink too!  The price was right as well --- all around a good purchase!",10/31/2014,0.304889139,22,1.0,0.640544976,1.0,0.0,0.729434021
2290,3626,3626,1008507,R74FPYHXK2I1G,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,0,1,N,Y,Five Stars,as advertised,10/31/2014,0.038144287,4,1.0,0.569786845,1.0,0.0,0.708397629
2291,3628,3628,22778984,R1UH4CJP7PD3G0,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,BEST. HAIRDRYER,BEST.HAIRDRYER. EVER!  Love it!,10/30/2014,0.088513759,11,1.0,0.583148114,1.0,0.0,0.712369934
2292,3630,3630,39717682,RCU5YUW6HI9QS,B001MXWZFM,16483457,conair pro hair dryer,5,0,0,N,Y,Five Stars,The Best.....,10/30/2014,-0.002051283,4,1.0,0.559124359,1.0,0.0,0.705227672
2293,3631,3631,47839489,R121NGWBAXP9WW,B0009XH6V4,670161917,andis micro turbo hair dryer,5,1,1,N,Y,Small but powerful,"Small but powerful. Dual voltage, great for travel, easy to pack. Very light, so much easierr to work with, than the larger, heavy ones.",10/30/2014,0.276239989,3,1.0,0.632945353,1.150514998,0.058339145999999995,0.736730606
2294,3632,3632,24938896,RHSWY1VLJ7VVI,B0009XH6V4,670161917,andis micro turbo hair dryer,5,1,1,N,Y,Like it very much,"Used this at one of top brand name Hotel, Like it very much, air volume is good with reasonable noise. Excellent product.",10/30/2014,0.207507977,4,1.0,0.614713141,1.150514998,0.058339145999999995,0.731310169
2295,3635,3635,45482210,R5SZTXCAGBYG4,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,1,1,N,Y,Excellent First Introduced to this product at several 5 star ...,Excellent First  Introduced to this product at several 5 star hotels and figured it must be durable and it is.  One has lasted 5+ years with near daily use. New one is for guests. Have read a few negative reviews and figured customers got a lemon  It happens!,10/30/2014,0.457639513,11,1.0,0.681064338,1.150514998,0.058339145999999995,0.75103638
2296,3636,3636,42786963,R100TKSFK51G4K,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,5,0,0,N,Y,Love this blow dryer,"Great blow dryer, great price and very light weight.",10/30/2014,0.222936148,0,1.0,0.618805699,1.0,0.0,0.722970934
2297,3637,3637,23401368,R1XMTTGTPSM7MT,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,0,0,N,Y,I am very happy with the hair dryer so far,I am very happy with the hair dryer so far. It works perfectly. My hair gets dry quickly and it is so easy to use. I mostly bought this hair dryer for my daughters. They have longer hair and it costs me so much money and time to bring them to the salon. So now I have my own salon at home. I couldn't be happier.,10/30/2014,0.371439434,5,1.0,0.658198455,1.0,0.0,0.734682401
2298,3638,3638,2487341,R10KNAY7ZWRO02,B004INUY06,303775294,"conair infiniti pro 1875 watt salon performance ac motor styling hair dryer with twist folding handle, blue",5,0,0,N,Y,Five Stars,it is so far so good.,10/30/2014,0.128832212,5,1.0,0.593843197,1.0,0.0,0.715549583
2299,3639,3639,9322696,R7UWXECOY9J2M,B0008ENT8I,868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish",5,0,0,N,Y,they work great!,"Ordered 2 ,they work great!",10/30/2014,0.077089037,0,1.0,0.580117533,1.0,0.0,0.711468943
2300,3640,3640,50329774,R1BGP0CQLOQRNB,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,0,0,N,Y,SALON WORTHY ROLLERSETS!!,I LOVE THIS DRYER!!! Salon worthy rollersets every time!  Gets nice and hot and drys my hair quickly. Quite enough that you can hear the tv and have a conversation on the phone. Fits my large head lol and purple and black rollers okay. Its a tight fit BUT it DOES fit.,10/30/2014,0.395832184,6,1.0,0.664669003,1.0,0.0,0.736606095
2301,3641,3641,16259494,R10UK3WZB4Z6O7,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,0,0,N,Y,Five Stars,"Tiny, lightweight, but packs a powerful punch!",10/30/2014,0.095518737,8,1.0,0.585006291,1.0,0.0,0.71292237
2302,3642,3642,35617860,RYNSSCE2SQJW4,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),5,0,0,N,Y,Five Stars,"best dryer ever! time saver, and eliminates frizz, and changed my hair from &#34;drab to fab&#34; :)!",10/29/2014,0.20435579,2,1.0,0.613876976,1.0,0.0,0.721505625
2303,3643,3643,27602820,RPVNB7DNPR6O0,B00APV7OWG,443954263,onei mk-ii air ionique hair dryer with ionic generator for professional blowouts,5,0,0,N,Y,Love love love,Love love love!!! It's quiet.  My hair dries quickly and with more volume than my previous dryer. I can't say anything bad about this product.,10/29/2014,0.037400003,4,1.0,0.569589413,1.0,0.0,0.708338932
2304,3644,3644,44639799,R380NOSUFU0Q8B,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,0,N,Y,Five Stars,Excellent,10/29/2014,0.034029749,5,1.0,0.568695401,1.0,0.0,0.708073143
2305,3647,3647,52941205,RLPJ9J89JFEWG,B000E8PG98,676407800,conair 1875 watt cord-keeper hair dryer; pink,5,0,0,N,Y,Good hair dryer,"For the price, a very good and flexible hair dryer. The retractable cord, the many levels of heat and volume add up to a very functional unit.",10/28/2014,0.175885236,3,1.0,0.606324728,1.0,0.0,0.719260342
2306,3650,3650,21525589,R18SQD1GOAIJZP,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five stars!,"I love, love, love this hairdryer!! It dries my in half the time my old one did. And it doesn't get hot to the touch like my old hairdryer did. My only complaint is that it's heavier than I expected but not so heavy that it's unmaneuverable.",10/28/2014,-0.200211648,13,1.0,0.506559306,1.0,0.0,0.689600082
2307,3655,3655,6000996,R2MY74QJB5EG6X,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,0,N,Y,Five Stars,"Very good product, I've been using it for half a year, works good.",10/27/2014,0.26002674,6,1.0,0.628644543,1.0,0.0,0.725896022
2308,3656,3656,52129857,R1T1QWO5IL4HG0,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,5,0,0,N,Y,Five Stars,Love it!,10/27/2014,0.052675698,2,1.0,0.573641523,1.0,0.0,0.709543625
2309,3657,3657,29776600,R3E8ER06A5TXH2,B0009XH6V4,670161917,andis micro turbo hair dryer,5,0,0,N,Y,Five Stars,Thank you,10/27/2014,-0.000649899,4,1.0,0.559496097,1.0,0.0,0.70533819
2310,3659,3659,49248735,RRHY38SQRDN7Y,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",5,0,0,N,Y,This Conair product is my favorite. This is the best dryer,This Conair product is my favorite. This is the best dryer. I have bought it as a back-up for travel to the same<br />model that I bought awhile back. It is a great dryer and functions a long time. My very first was purchased<br /> some years ago and did not die for many years of everyday use. I highly recommend it.,10/26/2014,0.317066654,3,1.0,0.643775248,1.0,0.0,0.730394381
2311,3660,3660,51893006,R2C3DYURYAOU8E,B001UE7D3W,197856712,andis 1600w quiet hangup hair dryer with night light,5,0,0,N,Y,glad I purchased 2 one for each bathroom they're great ...,glad I purchased 2 one for each bathroom they're great no more looking through drawers to find the hair dryer,10/26/2014,0.118927142,6,1.0,0.591215727,1.0,0.0,0.714768436
2312,3661,3661,16786915,R2ALIXH4SIJI5,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Five Stars,I works great and was a good price.,10/26/2014,0.126822669,22,1.0,0.593310136,1.0,0.0,0.715391103
2313,3662,3662,17355749,RR0EOTHW16HU8,B00BT7V4DA,407404113,panasonic nano-e nano care hair dryer eh-na95 | ac100v 50-60hz (japan model),5,0,0,N,Y,its really amazing! i tried lots of hair products to rescue ...,its really amazing! i tried lots of hair products to rescue my sensitive hair and nothing works better than this hair dryer!,10/26/2014,0.156652829,6,1.0,0.60122304,1.0,0.0,0.71774361
2314,3663,3663,24894018,R3PD2FB9HA1WC8,B0009XH6WI,197856712,andis 1600w quiet hangup hair dryer with night light,5,0,0,N,Y,Certainly meets my needs.,It was reviewed as being effective on high selection and not so much on low.  That has proven true but the product meets my needs perfectly.  It was delivered promptly and in excellent condition.,10/26/2014,0.282541512,7,1.0,0.634616928,1.0,0.0,0.727671613
