,V1,Unnamed0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Star normalization,Normalization of comment scores,Help rating weights,Help normalize rating weights,Total score1,Total score2,Total score3,Total score4,Total score5
362,1023,1023,2193236,R1LPRQ8YP4GUAH,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Totally satisfied.,Very easy purchase. Dryer works great. Totally satisfied customer.,6/3/2015,0.173752033,17,1.0,0.605758864,1.0,0.0,0.71909211,0.761616465,0.691904408,0.8313285220000001,0.65704838
363,1025,1025,19875589,R2JGWINU1XIT0F,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five Stars,This hairdryer is the best I have had!!!  It is much better than even my $125 hairdryer.,6/2/2015,0.15585537,18,1.0,0.601011501,1.0,0.0,0.7176807190000001,0.7603498679999999,0.6904004440000001,0.8302992929999999,0.655425731
364,1026,1026,47517386,R191FT1J8FIKED,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,1,2,N,Y,Best,This is now my favorite hair dryer. I use it every day. It's so light my wrist doesn't get tired.,6/2/2015,0.08413979199999999,9,1.0,0.581987853,1.159040418,0.061643573,0.722122206,0.763491447,0.6956730190000001,0.831309876,0.661763804
365,1029,1029,29665557,RBBACSRU0QX01,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,4,5,N,Y,Perfect for me.,"I waited 6 mos to write this review because I wanted to be sure it atleast lasted that long. This thing is perfect for home use. I use it on myself and my daughter. roller sets come out perfect. twistouts dry in half the time wash and go's have less shrinkage because the gel cast sets faster. I'm so glad i ordered this product. It is top heavy when you try and roll it I support the bottom and top as I push but it mainly stays in one spot. The bell can be a bit startling but mainly because you tune out the sound of the dryer so when the timer goes off you've forgotten what you were doing. i dont find it necessary to crank the heat all the way up, at mid range my hair is dry in about 40min. In Short... I love this dryer and if anything happened to it I would gladly purchase again. I ordered my dryer the week of Christmas it was on my doorstep the next day",6/2/2015,-0.175520452,3,1.0,0.5131090220000001,1.5187674999999998,0.201072675,0.724483016,0.763700475,0.699409559,0.82799139,0.6672641020000001
366,1033,1033,34758134,R16K3KOJ2LFBU6,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,5,0,0,N,Y,Blow Me Away,"Being a guy I never saw a need for a hair dryer, but recently I found it gives me a ton of volume (Duh). This is a great buy and the attachment works wonders during styling. Not to mention, if you are a hairy guy, it makes the drying process of the rest of your body a lot easier!",6/1/2015,0.252142105,11,1.0,0.6265530229999999,1.0,0.0,0.725274214,0.767164347,0.698491998,0.835836695,0.664155823
367,1035,1035,34369578,R1KQX855ZKSITT,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,0,0,N,Y,Amazing hair dryer for its size and price!,"I read the reviews on this hair dryer and decided to give it a try. Going on a big trip and definitely needed a small travel size dryer. This hairdryer is amazing for its size.  I have fine hair but a lot of it and this thing works great great, it's amazing for its size how much power it has. I have a very expensive Ionic ceramic dryer and this thing dries my hair just as well. I've actually even started using it on an every day basis and for the price you cannot go wrong!",5/31/2015,0.721225812,10,1.0,0.750984615,1.0,0.0,0.7622677259999999,0.800362695,0.737911926,0.862813465,0.706686541
368,1037,1037,19021482,R13X0ODY4IR2O2,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,5,0,0,N,Y,Five Stars,Great product and amazing price!!!,5/31/2015,0.137057357,5,1.0,0.5960250420000001,1.0,0.0,0.716198245,0.7590194809999999,0.688820733,0.8292182290000001,0.653721359
369,1039,1039,12556639,RRXX37F8PT0CY,B000RZLL38,983445543,oster tourmaline wall mount hair dryer 76932-710,5,0,0,N,Y,"Love this hairdryer, been wanting one for years!","Everyone that comes over comments: “WHERE did you get a hotel hair dryer! I WANT ONE!!!” it works great, I use it every single morning and also with some craft projects. it’s easy to use and i love love love how you just shove it in it’s holster (like slamming an old telephone haha) very satisfying because it turns OFF when you put it in its home. Love that about it. I also like the position of the grip.<br />I mounted mine onto tile with two 3M heavy duty adhesive strips so we didn’t have to drill holes. It’s holding up well and when it is time to take it off, you just slide the base off it’s mount and work with it directly. Great buy",5/31/2015,0.646122295,5,1.0,0.7310622640000001,1.0,0.0,0.756344811,0.7950474120000001,0.731600525,0.8584942990000001,0.699877082
370,1040,1040,14467382,R1UZHG0D5MNS7U,B00JH2C3DE,768062995,panasonic eh-na65-k hair dryer,5,1,1,N,Y,Works Great!! (according to my wife),Works great. My wife really liked it for Mother's Day. Its dries her hair faster than her old one.,5/30/2015,0.25701830800000003,2,1.0,0.62784651,1.150514998,0.058339145999999995,0.73521472,0.7752860570000001,0.70959534,0.840976774,0.676749981
371,1047,1047,14873323,R2E7WR9WK6KHAA,B000X2UCJO,122140779,"jerdon wall mount hair dryer with 2-speed and heat settings, 1600-watts",5,0,0,N,Y,Excellent hair dryer,Very good hair dryer. Mounting bracket works very good.,5/30/2015,0.20171732899999997,0,1.0,0.613177084,1.0,0.0,0.721297547,0.763595646,0.6942545,0.832936792,0.659583927
372,1049,1049,33319119,R1QBOH1LZYK4NL,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,0,N,Y,Very Nice Dryer,"I shopped around for a blow dryer and was about to buy one for well over 100 dollars when I came across this one... so I thought I would give it a chance.  I am happy to say that I love it.  The chord is nice and long, the buttons are easy to set and do not sit in an area where they are in the way.  The cold shot button must be held down but it shoots out a nice cold blast of air to help set your hair.  The hot setting is super hot but I am sure works well with thick hair.  I mostly use the medium heat without any damage.",5/30/2015,0.295876569,5,1.0,0.638154255,1.0,0.0,0.72872326,0.770259555,0.702167268,0.838351842,0.668121124
373,1053,1053,51054582,R1EPR2DHBL5T89,B00CC7Y0G4,253762851,"remington d3015 ionic ceramic dryer, ionic hair dryer, hair dryer",5,0,0,N,Y,I love it,Great hair dryer! It's the perfect size and drys your hair quickly!,5/29/2015,0.15673668400000001,1,1.0,0.601245283,1.0,0.0,0.717750223,0.760412242,0.6904745059999999,0.830349977,0.655505638
374,1061,1061,23560993,RULA6XDW191DF,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Love it!,Small but packs some serious heat and power!,5/27/2015,0.109783375,14,1.0,0.588790204,1.0,0.0,0.7140473279999999,0.757089226,0.6865287370000001,0.8276497159999999,0.651248492
375,1062,1062,32161616,R1TG8ZOI5VLEQW,B003L0LWYY,531585937,bed head hot head 1875w hair dryer for massive shine,5,0,0,N,Y,Five Stars,"Heats great, love the ergonimical style",5/27/2015,0.10404108599999999,1,1.0,0.5872669739999999,1.0,0.0,0.713594471,0.7566828290000001,0.686046177,0.82731948,0.650727852
376,1065,1065,28214472,R3B7515BHAJ77U,B00QNC39TI,828468145,mhd professional salon grade 1875w low noise ionic ceramic ac infrared heat hair dryer plus one concentrator and one diffuser black color,5,42,44,N,Y,"Shiny, silky, compliment-worthy hair!","LOVE this hairdryer!! I keep getting compliments on my hair lately and the only thing I've done differently is to start using this blow dryer (with no cut or professional styling in months)! The small diffuser was a tight fit at first, but the more I've used it, the easier it's gotten. I guess the little tabs had to be rubbed down a bit. Never had a problem with the curling diffuser. 2 months in and am satisfied so far!",5/27/2015,0.18272418399999998,4,1.0,0.608138863,2.542998346,0.598061374,0.817762137,0.84197303,0.802283042,0.881663018,0.7824380479999999
377,1073,1073,16812829,R3QOOOKS3VYI8K,B00MEBKQ8E,646149518,"panasonic hair dryer nano care, vivid pink, 1 ounce",5,0,0,N,Y,Five Stars,"LOVE, LOVE, LOVE IT. Very strong wind and make my hair dry much faster. can't live without it,",5/26/2015,0.21316081899999997,3,1.0,0.616212644,1.0,0.0,0.7222000190000001,0.7644055329999999,0.6952161659999999,0.8335949009999999,0.660621482
378,1083,1083,47841482,R3TSIF3LKACCGX,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,Five Stars,just like we use when we travel (Mariott uses these),5/26/2015,0.11829229699999999,18,1.0,0.591047325,1.0,0.0,0.71471837,0.757691426,0.6872437929999999,0.82813906,0.6520199760000001
379,1086,1086,2626735,R2C6T3TGLJA0TS,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Five Stars,Great for speed drying and traveling.,5/25/2015,0.13074746,15,1.0,0.594351246,1.0,0.0,0.715700626,0.758572912,0.688290475,0.82885535,0.6531492560000001
380,1088,1088,16413312,R3KAN0G8891OWY,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,0,N,Y,Love it.,Makes me hair smooth and dries my hair quickly. Love it.,5/25/2015,0.149216727,5,1.0,0.5992505,1.0,0.0,0.717157174,0.759880033,0.6898425579999999,0.829917508,0.654823821
381,1089,1089,27189410,R3AOYXJ7V74R3B,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,5,0,0,N,Y,Love this hair dryer,"Quietiest Hair dryer that we've ever owned.  Very powerful, drys quickly and efficiently.  Love this hair dryer!",5/25/2015,0.24295337600000003,13,1.0,0.624115573,1.0,0.0,0.72454956,0.766514035,0.697719814,0.8353082559999999,0.663322703
382,1098,1098,42111533,R22K8B23XOTWOU,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,1,1,N,Y,Works like a dream! Buttons should be reversed...,"Great dryer! Lighter weight and less damaging than my old one. This is being picky, but I wish the switched the positions of the power and heat setting buttons. I hold the dryer in my left hand and the brush in my right (do other righties do this?). My left thumb is closest to the heat setting button (that I never change) and farther away from the on/off switch (which I use between every section of hair. The result? Accidentally switching the hear setting to &#34;blast furnace&#34; and burning my scalp. Conair, one little change, please!",5/24/2015,0.020352261,13,1.0,0.56506724,1.150514998,0.058339145999999995,0.7165504429999999,0.7585365479999999,0.6897068670000001,0.8273662279999999,0.655292027
383,1100,1100,1389443,R124HMWZ89K93K,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,1,1,N,Y,Best dryer Yet!,This dryer is amazing! It works better than the shop dryers. It's super quiet besides the timer tick but even the tick is less noisy than the shop dryer..me and my clients can carry on a conversation and they can enjoy watching t.v. This dryer exceeded my expectations in all areas and it was also very easy to assemble. The shipping was also awesome it arrived within 3 days from ordering it. I recommend this dryer to anyone.,5/24/2015,0.42004236,5,1.0,0.6710911209999999,1.150514998,0.058339145999999995,0.748071342,0.786823719,0.723295233,0.8503522059999999,0.6915309890000001
384,1101,1101,12767468,R2OTVC5H6B80RM,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,5,1,1,N,Y,Love it!,I have thick hair and this baby gets my hair dry quickly and WITHOUT frizzies! Love it!,5/24/2015,0.223210204,9,1.0,0.618878396,1.150514998,0.058339145999999995,0.7325484990000001,0.7728933640000001,0.706754241,0.839032487,0.67368468
385,1102,1102,1479624,R3HNOXQ8ETBTLI,B00TA1JX3A,290876515,xtava rimini 1800w professional ionic ceramic hair dryer - reduce drying time and frizz with advanced ionic technology - bring the salon blowout to your home - 2 speeds and 3 heat settings - lightweight and ergonomic (blue),5,0,0,N,Y,I was amazing by that,This dryer is so light weight!! I was amazing by that. It is perfect for what I needed.,5/24/2015,0.11901181300000001,5,1.0,0.5912381870000001,1.0,0.0,0.714775113,0.757742348,0.687304258,0.828180439,0.652085212
386,1108,1108,50035474,RFK6DGV5WQKK,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Great small dryer,"Great power, compact shape, easy to use. This is for my regular daily use because the small size fits under my sink but is powerful enough to blow out my hairstyle every day.",5/23/2015,0.19081916399999999,13,1.0,0.61028618,1.0,0.0,0.720438081,0.762824353,0.693338662,0.8323100440000001,0.6585958160000001
387,1112,1112,43344625,R10SVK0CE3EIDD,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,0,N,Y,Five Stars,I like tha it has the hot and warm heat adjustment.  Works great.,5/23/2015,0.19948643300000002,5,1.0,0.612585305,1.0,0.0,0.7211216109999999,0.7634377590000001,0.694067025,0.832808494,0.6593816570000001
388,1116,1116,36639829,R18F98ST7KTAOA,B0017WNHYG,380013605,turbo power twin turbo 2600 hair dryer,5,1,1,N,Y,Five Stars,"My favorite hair dryer, powerful, totally recommended!",5/22/2015,0.053662281,2,1.0,0.573903229,1.150514998,0.058339145999999995,0.719177382,0.76089399,0.692506108,0.829281871,0.6583121679999999
389,1118,1118,31600376,R4Y2KJWQE3Y52,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,0,N,Y,Good value,Good value I am very happy.,5/22/2015,0.125586848,6,1.0,0.592982315,1.0,0.0,0.715293642,0.758207682,0.687856797,0.8285585659999999,0.652681355
390,1120,1120,25666257,RQLEDE7HD45Y,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,... a purple hint of color just an fyi and love it. I used it for the first time ...,"So this blow dryer has a purple hint of color just an fyi and love it. I used it for the first time because my other blow dryer would cause a lot of split ends, instantly. So I used it for the first time and no split ends, yay!. I also did use another blow out product with this blow dryer which you should try to prevent split ends. I use the RedKen Satinwear Blow dry Lotion before I start blow drying and both combined work wonders. Your hair will look like you just came out of the salon.",5/22/2015,0.40202931799999997,16,1.0,0.666312887,1.0,0.0,0.7370948209999999,0.7777722779999999,0.711087923,0.844456634,0.677745745
391,1124,1124,47814741,R3D5RMDFT81ML2,B000E8PG98,676407800,conair 1875 watt cord-keeper hair dryer; pink,5,0,0,N,Y,Five Stars,Love the hot pink!  Different speeds and heat settings are fantastic.  Re-tractable cord works well.,5/22/2015,0.23680968300000002,2,1.0,0.622485865,1.0,0.0,0.7240650479999999,0.766079229,0.697203522,0.8349549359999999,0.662765669
392,1125,1125,45223215,ROQSGT5APATIO,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Five Stars,I love the amount of air it produces and the multiple heat and blow settings!,5/22/2015,0.102047279,17,1.0,0.586738086,1.0,0.0,0.713437233,0.756541721,0.6858786259999999,0.827204817,0.650547078
393,1130,1130,22976783,RSW75ZMXCSQ78,B00P88VPKS,290876515,xtava rimini 1800w professional ionic ceramic hair dryer - reduce drying time and frizz with advanced ionic technology - bring the salon blowout to your home - 2 speeds and 3 heat settings - lightweight and ergonomic (blue),5,0,0,N,Y,I'm in love!,Love this hair dryer. It dries my hair faster than others and makes my hair soft.,5/21/2015,0.21284334300000002,6,1.0,0.616128428,1.0,0.0,0.7221749820000001,0.764383065,0.695189486,0.833576643,0.660592697
394,1131,1131,52580160,R1BRQX0O3UD7P,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,5,1,1,N,Y,Five Stars,Exactly what I was looking for! Here's hoping it lives a long and service-oriented life.,5/21/2015,0.0567446,4,1.0,0.574720861,1.150514998,0.058339145999999995,0.719420464,0.7611121340000001,0.6927651340000001,0.829459134,0.658591634
395,1133,1133,30421567,R10HCHNAWR9NU2,B000S8JB36,276205451,"herstyler pro-fusion dryer – negative ion technology, far infrared heat, ergonomic design – best hair dryer – professional quality",5,1,2,N,Y,Absolute bargain of the century - superb hair dryer for the money!,"Absolute bargain of the century! My wife had two Chi's break in the course of around five years. While most would argue that 2-3 years is adequate - when one pays $100+ for a hairdryer, you expect to see many long years of service. Instead of sinking another hundo into what is just a high priced Chinese made hair dryer, we took a gamble on the Herstyler Pro. The result? My wife is 101% pleased - really. FIt and finish is as good as the Chi. Logical button placement and function is perfect. Temps are ideal, force is great and the whole hairdryer feels like a salon professional. They could double the price and it would still be a steal. VERY well done. I like it so much, we are buying a second to stick on the shelf if the first ever gives up the ghost.",5/21/2015,0.581771395,0,1.0,0.713992208,1.159040418,0.061643573,0.7613671009999999,0.798710209,0.737491998,0.85992842,0.706882893
396,1139,1139,41415331,R2NISYRDLGC66M,B000LQB5YS,194533684,t3 bespoke labs 83888-se special edition evolution professional ionic ceramic tourmaline hair dryer,5,0,0,N,Y,Saves me money long term,Works very well and fast. I have medium long wavy hair. It looks very healthy after blow drying without even any product. I am saving a lot by not having to use products in my hair anymore.,5/20/2015,0.18878883100000002,1,1.0,0.609747603,1.0,0.0,0.720277962,0.76268066,0.693168041,0.83219328,0.6584117310000001
397,1140,1140,18183480,R2RNYHGOP39NED,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,0,N,Y,Five Stars,Very good quality product for good price,5/20/2015,0.16929423899999999,9,1.0,0.604576366,1.0,0.0,0.718740554,0.7613009740000001,0.691529793,0.831072156,0.6566442020000001
398,1142,1142,31774549,R3IV5CSNYKLZJ4,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,5,0,0,N,Y,They've been great. Lasted a long time,I have had a couple of these over the years.  They've been great.  Lasted a long time.  Easy to mount.  Great night light too.,5/20/2015,0.10697372699999999,9,1.0,0.588044902,1.0,0.0,0.7138257490000001,0.75689038,0.686292625,0.827488135,0.650993748
399,1143,1143,8761598,R35A1S5BIVN71M,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Great Hair Dryer,"Great dryer, easy to hold, made really well, drys hair in no time at all",5/20/2015,0.155225866,20,1.0,0.600844516,1.0,0.0,0.717631075,0.760305317,0.690347543,0.830263091,0.655368656
400,1147,1147,14741378,R2HCFT1NI2XCOC,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Don't leave home without it!,Great little travel dryer.  Super strong for the size!,5/20/2015,0.151931572,13,1.0,0.5999706539999999,1.0,0.0,0.717371275,0.76007217,0.690070703,0.830073638,0.65506997
401,1148,1148,41136876,R1I7PUQNJ7B8Z0,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Beard dryer and styler,I use this to style my epic beard. It is great. The only down side I can thik of is the attachment only fits this hair dryer. This is a great hair dryer at a great price.,5/20/2015,0.267083542,13,1.0,0.6305164670000001,1.0,0.0,0.726452546,0.7682217929999999,0.699747617,0.83669597,0.665510528
402,1149,1149,27244062,RY9OU0EJ4UNLG,B006QREFI4,168649310,panasonic kurukuru hair dryer eh-ka25-p pink | ac100v 50/60hz (japan model),5,0,0,N,Y,Love it!,It dries so fast it is great! I had brought one over from France that my mom had gotten years and years ago but unfortunately I was never able to get the same power due to the voltage difference. I ordered this one and it is the same to the T (except color). Cut down my hair routine in half.<br />It does fume and heats up A LOT so be careful!<br />(I have black relaxed hair),5/19/2015,0.17966189,0,1.0,0.607326543,1.0,0.0,0.7195581809999999,0.762034722,0.6924010490000001,0.831668395,0.6575842120000001
403,1150,1150,52637987,R2E9D7N88M2RJ5,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,"Good size, power and temperature","Purchased several of these a few years ago. Gave one as a gift and my wife kept one. She loved hers, so when she recently gave it to our daughter she bought this one as a replacement. My wife likes the size, power and temperature of this hair dryer and rates it 5 stars.",5/19/2015,0.17062330899999997,12,1.0,0.604928922,1.0,0.0,0.718845368,0.7613950359999999,0.6916414820000001,0.83114859,0.656764706
404,1151,1151,14164706,R2H65672UZ0KBF,B007O385QC,376749538,sunbeam hd3004-005 tourmaline 1875 watt folding hair dryer with retractable cord,5,0,0,N,Y,Fast drying and easy to hold.,Best hair dryer I've used. Light weight and dries hair fast.,5/19/2015,0.16415379300000002,0,1.0,0.603212784,1.0,0.0,0.7183351609999999,0.7609371709999999,0.69109781,0.830776532,0.65617813
405,1152,1152,31150339,R17KLM2XD9A0QI,B009ZPMPGI,711329162,conair 1875 watt ionic conditioning cord-keeper folding handle hair dryer,5,0,0,N,Y,Five Stars,"Love it, lots of power and drys my hair quickly",5/19/2015,0.130955097,2,1.0,0.594406325,1.0,0.0,0.715717,0.758587608,0.6883079240000001,0.8288672909999999,0.653168082
406,1153,1153,47627266,R2L0QZV8VJTSC9,B002B8VE4U,74735317,travel smart by conair dual voltage 1875 watt hair dryer,5,1,1,N,Y,LOVETHIS HAIR DRYER.,"Used this dryer during a recent trip to Europe.  So easy to use in different countries and compact to carry. Couldn't ask for a better, more efficient dryer.  I even used it to warm cold food in my hotel room, but don't tell anybody.",5/19/2015,0.101362816,0,1.0,0.5865565220000001,1.150514998,0.058339145999999995,0.722939206,0.764269888,0.6965146720000001,0.832025105,0.6626370629999999
407,1155,1155,36751275,R2A1GWABS7F4LS,B001MP4882,588999286,hot tools professional 800 watt ionic soft bonnet-style hair dryer,5,13,14,N,Y,Hot and compact,"Works beautifully and fast.  Lots of heat choices.  Hot is hot with this dryer.  I had to wear a terry headband around my forehead, ears, neck because of the &#34;leakage&#34; of hot air, but otherwise, it dried my curly hair very quickly, almost as fast as at the salon.  Love the thin case and the way the power cord, bonnet and air hose store in the case.  I worried about where I'd store this in a small apartment, but it's no problem.",5/19/2015,0.34654251399999997,0,1.0,0.6515941679999999,2.019279091,0.395069415,0.797431316,0.8265080770000001,0.778841256,0.8741748979999999,0.7550078459999999
408,1160,1160,19633848,R3RVHYG85ODP5T,B000IF3D38,108191918,conair thermal shine 1875 watt hair dryer 1 ea,5,0,0,N,Y,Five Stars,"Great product, fast delivery and reasonable price! Highly recommended!",5/18/2015,0.217566247,1,1.0,0.617381251,1.0,0.0,0.722547446,0.764717318,0.69558638,0.833848255,0.661020912
409,1162,1162,46333917,R1W02EU41UCVNZ,B000RZLL38,983445543,oster tourmaline wall mount hair dryer 76932-710,5,0,0,N,Y,We are very happy with its performance,This is our second wall mounted hair dryer and I can see some improvements in the design.  We are very happy with its performance.,5/18/2015,0.243698716,6,1.0,0.624313286,1.0,0.0,0.72460834,0.766566785,0.6977824490000001,0.83535112,0.663390281
410,1164,1164,38310459,R3L4E9IUQK0LPP,B003S56KWQ,333479002,"remington compact ionic travel hair dryer, (colors vary) d5000",5,1,1,N,Y,Better than a Big Dryer,"Why does this little compact travel dryer work better than my bigger more expensive hair dryer? Which I've put away in the guest bathroom. This is a great little dryer. I wish it had a quick cool shot button, but I wouldn't avoid buying it for that reason.",5/18/2015,0.20356210100000002,0,1.0,0.613666438,1.150514998,0.058339145999999995,0.7309989840000001,0.7715028140000001,0.705103093,0.837902535,0.671903233
411,1166,1166,48033171,RECMDQOI5PYKO,B0015YFTTC,983445543,oster professional wall hair dryer 76932-710,5,0,0,N,Y,I,"I've only used this for a couple of weeks, but so far has met my expectations.  Just installed a new handicapped shower, mounted this just outside the shower above a GFI receptacle.  it does a great job both drying me off, and drying the many shelves in the shower which hold water. My soap now stays dry and firm, and my bath mat doesn't get waterlogged.<br />Best feature - The magnet which holds the dryer in the cradle. Most plastic latches fail after a few months, but the magnet should be bulletproof. I also like the long cord which reaches to the end of my 5 foot shower. If one doesn't have a &#34;backer board&#34; I recommend &#34;Molly&#34; anchors to mount the dryer metal bracket.",5/18/2015,0.276762705,7,1.0,0.6330840120000001,1.0,0.0,0.727215877,0.768906814,0.700561015,0.8372526140000001,0.666388115
412,1172,1172,2441431,R32XNGRGF9URT,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,I love it!!,This works well.Very gentle and it makes my hair smooth.Bought it for a few months and works well.,5/17/2015,0.246699998,21,1.0,0.625109421,1.0,0.0,0.724845031,0.766779194,0.698034665,0.835523722,0.6636624
413,1173,1173,29953210,R1CLFBZK4G2KP5,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Dry's well and is small enough to pack for travel ...,Dry's  well and is small enough to pack for travel.,5/17/2015,0.101491317,11,1.0,0.586590609,1.0,0.0,0.713393388,0.7565023740000001,0.685831905,0.827172844,0.65049667
414,1174,1174,5044186,R184CIFMJMH8W1,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,5,0,0,N,Y,Five Stars,very good and i love it!,5/17/2015,0.112726405,10,1.0,0.589570887,1.0,0.0,0.714279425,0.7572975129999999,0.686776057,0.827818968,0.651515329
415,1181,1181,32896062,R10T6091IDMFZS,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,works great! Just a little heavy,works great!  Just a little heavy.,5/16/2015,0.142188635,24,1.0,0.597386192,1.0,0.0,0.716602915,0.7593826359999999,0.689251946,0.8295133259999999,0.6541866
416,1184,1184,20817096,R2DK9DG9LZOOX8,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,5,0,0,N,Y,I love the number of options this dryer gives you as ...,I love the number of options this dryer gives you as far as heat and intensity. The attachment is smooth and the dryer is quiet. Good purchase.,5/15/2015,0.19342791199999998,4,1.0,0.61097819,1.0,0.0,0.7206438159999999,0.7630089809999999,0.693557891,0.832460072,0.658832345
417,1187,1187,13381369,R1TKF2N3ZJ203J,B001UHMWBM,197856712,andis 1600w quiet hangup hair dryer with night light,5,0,0,N,Y,Bargain!!,Takes up very little space.  Has a nightlight.  Very powerful.,5/15/2015,0.163861547,12,1.0,0.603135262,1.0,0.0,0.718312113,0.760916488,0.6910732509999999,0.830759725,0.656151633
418,1194,1194,15047704,R34O79FWBBPFD7,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),5,0,0,N,Y,Worth the money!,Love this dryer. Professional results without the price!,5/15/2015,0.112487534,10,1.0,0.589507523,1.0,0.0,0.7142605870000001,0.757280607,0.686755983,0.8278052309999999,0.651493671
419,1196,1196,50539698,R2SVG7WLLUX0B0,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",5,0,0,N,Y,Better than expected- really great value to price ratio,"Better than expected- really great value to price ratio. Did not find any of the issues regarding control buttons. Love the settings, cool setting a big + and a cold button for a burst of chilly air. 2 speeds, 3 setting plus cold button, fantastic air flow, does what it says for a fraction of the price of high end salon brands. Would gladly buy again!",5/15/2015,0.40640548200000004,3,1.0,0.6674737310000001,1.0,0.0,0.73743994,0.778081991,0.711455678,0.844708305,0.6781425209999999
420,1197,1197,13721227,R2SLQHLBRQLLW2,B00O0WRO08,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",5,0,0,N,Y,Five Stars,"When wife is happy with purchase, husband is happy with purchase",5/14/2015,0.22347388,9,1.0,0.61894834,1.0,0.0,0.723013342,0.765135417,0.696082834,0.8341879999999999,0.661556543
