,Unnamed: 0,Unnamed: 0.1,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Total score
187,332,332,5849206,RXK69A0SHFYMY,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,Very nice and useful product,3/7/2015,0.125706068,28.0,0.77
188,333,333,690239,R4VOAPDEDOYLA,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,Got it quickly & it works great,3/6/2015,0.16559896400000002,28.0,0.78
189,335,335,32306424,RRN1O6G95PH9J,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,"It is just the right size, it doesn't crowd the space!",3/6/2015,0.030773476,29.0,0.77
190,338,338,12219549,R2KF3RP4ILCMXW,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,Perfect for me!,"I love this little microwave!  I previously owned a large Panasonic 1250w monster that was awesome, however, after it unceremoniously died after only a couple of years, I was looking for something that wouldn't quiet eat up so much counter space.  After coming across this one, I was a tad reluctant to pull the trigger on this little guy for a couple of reasons: #1 - What if it was actually TOO small? & #2 - It didn't have the crazy power of my last one & I'm impatient.  Alas, I bit the bullet & have been VERY happy with it ever since!  I've realized that I never actually *cook* dishes in the microwave (totally not counting late night Easy Mac liaisons), so it's actually perfect for me for heating up leftovers, making popcorn, heating up water, etc.  I was pleasantly surprised that even with less power than my last, I still don't feel like I am waiting any longer to get my food hot.  It was a little weird not having a number pad to select a specific time for about a day; now it's no big deal at all.  I usually just press the start button a few times, getting the time up to whatever I want it to be & let it go.  I would highly recommend this microwave for anyone who has similar usage as I, as well as someone who wants to free up some room in a small kitchen.",3/5/2015,0.390874457,1.0,0.79
191,340,340,18525841,R3OYCHU8AITB8Q,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,good quality,"Arrived in well conditon, good quality product",3/4/2015,0.11835577900000001,27.0,0.77
192,341,341,44108689,RKVTRTJME5GSH,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,Five Stars,it works,3/3/2015,0.054663973,1.0,0.77
193,343,343,11660733,RQ4BWGM9C7S4X,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,5,0,3,N,Y,I love it However I had to return it and Repair ...,"I love it However I had to return it and Repair my old one as the DOOR Hinge did not Allow for flush placement on Left side, as its in a RV and thats the way RV MFG installed it",3/3/2015,0.07540920400000001,0.0,0.77
194,344,344,18490789,R2CS1DK8SHU7IK,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,"Great Microwave, for a Super Price","We love our new microwave! I have absolutely nothing negative to say about this machine. It works great, and was delivered speedily. Thank you, Danby, for an affordable microwave that really works well!",3/3/2015,0.28232631399999997,29.0,0.79
195,345,345,10788332,RUX3YUVHRY7ID,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,1,1,N,Y,Very good paint,"II had the same problem that many people do with the GE Caf&eacute; microwave. The paint was peeling off after a couple of years and GE would not stand behind their product so I bought this paint and masked off the interior's good areas sanded and prepped and cleaned real well and sprayed a couple of coats. Sprayed really nicely, covered well, not easy to run unless you really squirted in one place for too long. Dried quickly, minimum odor, nice sheen looks like new. This was a good fix although I think it's probably temporary because the product problem was endemic to the unit and will probably continue to flake off but I'm hoping that using this bought me a couple more years. The product came quickly and I was very happy. I would only wish that there was a little bit more in the can but for what it's advertised for it's perfect.",3/3/2015,0.155220171,2.0,0.78
196,348,348,43873379,R19KUMCS9B61IS,B0058CLNC4,215953885,"samsung smh1816 1.8 cu. ft. over the range microwave with sensor cooking,",5,0,0,N,Y,Works great,"Better than what's available at Sears, works great, easy installation (I didn't like the black center as it doesn't match our kitchen, but for the price I'm living with it...)",2/28/2015,0.07188750599999999,0.0,0.77
197,350,350,18646275,R36RH0803WBM0D,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,Five Stars,This kit fixed my microwave and it arrived before the weekend.,2/28/2015,0.09209046300000001,2.0,0.77
198,351,351,28717831,R2MM2GASVMU6DN,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",5,0,0,N,Y,Excellent,Excellent microwave and excellent convection oven combined in one compact unit.,2/28/2015,0.106906939,2.0,0.77
199,352,352,15892007,R2KYRF005TAK5K,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,great appliance.,Works great not loud at all and small enough for my small kitchen. Affordable price and shipping was fast.,2/28/2015,0.202413912,32.0,0.79
200,354,354,36882302,R7CSFIE5ME0NX,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,Five Stars,Worked perfectly. No issues and fast shipping.,2/27/2015,0.116218335,3.0,0.77
201,355,355,18317621,RMQ7JE4HHFXRP,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,0,N,Y,but it delivered good results.,i think it met and exceeded my expectation.You need atleast 2 to paint the entire microwave ( 2 layer).I am new to this ..but it delivered good results.Thanks,2/26/2015,0.108851065,3.0,0.77
202,358,358,30392705,R3Q0YJO5WH53HW,B001QFYDSI,295520151,sharp microwave drawer oven,5,3,4,N,Y,Great Appliance,"We bought this unit for a remodeled high end kitchen.  I has been installed for approximately six months and we are extremely happy with our purchase. No issues whatsoever. I love the easy automatic open/close feature and not having to bend down to put items in the microwave. The unit holds much larger plates and platters than I was able to put in my former microwave, which is really nice. It also has many useful features such as a sensor that can tell how much an item needs to be heated to be ready. As this was part of a kitchen remodel I simply told the product number to our kitchen cabinet company and they made the cabinets such that it would fit in perfectly as a built in.  The item fits in well with our suite of other stainless steel appliances.  No complaints. I highly recommend.",2/25/2015,0.28876544600000004,0.0,0.81
203,359,359,48269270,R2TJ8SPN7GVVLI,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Fantastic Microwave,"Fabulous oven, great price, so easy to use!  Really glad I found this - have the 4.4 cu ft all refrigerator on it's way too!",2/25/2015,0.168069195,34.0,0.78
204,360,360,13453833,RMQ6JLV9TH3LU,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,1,1,N,Y,Works great! Sorry for the delay,"Works great! Sorry for the delay; I just got my microwave working today (2-25-15). I was not certain if it was the magnetron and diode  causing the problem, but since the magnetron (in my oven) was 10 years old, I figured that might be the problem. However (after installing the new kit) my General Electric (JEM31WA  002) was still not functioning. So, I ordered new door switches (and after checking my old oven switches) I learned that the &#34;bottom&#34; (Normally open) door switch was not functioning. So, I changed it out, and &#34;voila,&#34; my microwave is functioning perfectly! It took some time, but it is worth it! I don't regret changing out the magnetron and diode (as my old ones were probably on their way out, anyway! (I had not troubleshot  the old magnetron tube. If they are still in working order, perhaps I can use them again, later! My most gracious thanks go out to Martin Microwave Inc. and Amazon; PRODUCT WORKS VERY WELL INDEED!",2/25/2015,0.045710857,4.0,0.78
205,364,364,16796100,RODRVH0D5O4Y1,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,The machine is attractive and is performing within the range ...,The machine is attractive and is performing within the range of all advertised claims and meets expectations. The control logic is intuitive and practical.,2/23/2015,0.234335268,37.0,0.78
206,365,365,44356658,RW0BV0NWX3BI0,B00NQFSSWS,692404913,samsung counter top microwave,4,2,3,N,Y,Great for microwave purposes,"Great for microwave purposes, looks great and easy to clean.  Grilling, didn't seem to work well as shown.  Maybe practice makes purpose.  Dont throw away the instructions if you want to try other cooking methods.",2/23/2015,0.22235513899999998,2.0,0.66
207,367,367,16057034,R1X32OW8XWCN3I,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,4,1,2,N,Y,The largest smallest microwave,"Really great microwave. Since living in an apartment in NYC meant small kitchen space, we needed something to fit accordingly. This microwave was the largest smallest microwave! Perfect for our usage - simple, functional and good value. This microwave is rather quiet-- love that the beeping noise ends after a few distinct beeps. My old microwaves beeps forever.<br /><br />Easy setup, easy usage and easy clean up.",2/23/2015,0.512088138,39.0,0.67
208,368,368,12783441,R1CCDUX6ESZE3W,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,0,0,N,Y,Great for small kitchens!,"Love this microwave! I have limited space in my kitchen, it slides perfectly in the corner!",2/22/2015,0.051242723,1.0,0.77
209,370,370,41307387,RA7XJFBG15XEM,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,one of the best micro-waves I ever had,2/22/2015,-0.075512238,38.0,0.76
210,372,372,14155762,R2Y3RT6FZ372JY,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,3,3,N,Y,I love this microwave,I love this microwave. I only require quick reheating or a baked potato every once in awhile. It's the perfect size!,2/21/2015,0.08630485800000001,3.0,0.8
211,373,373,29226334,R3JMFOQAZNAQMK,B001QFYDSI,295520151,sharp microwave drawer oven,5,1,2,N,Y,Five Stars,Love my new microwave.  It looks great and works great too.  Love not having the microwave on the counter!,2/20/2015,0.10597484,1.0,0.78
212,374,374,44818915,RDSIVGBD06FP3,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,"Great service, very good for a small and compact microwave. Very reasonable price",2/20/2015,0.247637832,37.0,0.78
213,375,375,45609080,R20WTWZIDBWTNC,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Amazing for the price,Heats fast. Reliable. Amazing for the price!,2/20/2015,0.11426945699999999,38.0,0.77
214,377,377,8428554,R2VUWXZU6PFI61,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,Looks 100% better in person and much bigger,Delivery was on time the microwave look great more better then the picture and very good size very happy with this microwave,2/19/2015,0.072142863,40.0,0.78
215,380,380,29842515,R1OPXB0I06ZM2H,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,"Good product, stainless inside is easy to clean with rounded corners. Designed well.",2/18/2015,0.228015525,43.0,0.78
216,384,384,25529327,R1HDJDZIOFW0E2,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,Five Stars,Very simple to operate for my grandmother.,2/16/2015,0.020545993000000002,44.0,0.78
217,385,385,25846427,R2QF8YVM9PILYM,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,0,N,Y,Saves buying a new microwave.,"Looks good, and seems to be holding up a couple of months later.",2/16/2015,0.033088595,4.0,0.77
218,386,386,19187454,R37CV45NTNGNPS,B00NQFSSWS,692404913,samsung counter top microwave,5,0,2,N,Y,Great Buy!,I gotta say... This microwave looks slick in my kitchen. Nice LED display... Sleek metal Samsung look... Goes nice with my new Samsung Washer and Dryer set ;) Also works great and the controls are laid out intuitively!,2/16/2015,0.294492253,3.0,0.78
219,387,387,27799826,R1Q8QHHF6K0MUR,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,Decent size and good finishing. Works great!,2/15/2015,0.17104752899999998,43.0,0.78
220,388,388,19118259,R17VC20TMVUV1C,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,1,1,N,Y,MORE THAN A COSMETIC PAINT,I had a small paint chip on the inside that would spark because bare metal was exposed. A couple of coats of this paint saved the day. It has a use that is far more than cosmetic. It saved me about $175 because I did not have to buy a replacement microwave of similar quality because I did not trust using a paint that was not microwave friendly.,2/11/2015,-0.183183798,4.0,0.77
221,390,390,40751577,R1ICCARX4FQ073,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,0,N,Y,Wonderful finish! Glad I made the purchase and saved myself from buying a new microwave.,"WOW- my microwave looks like new! This paint is very high quality and covers very well. I needed only 1 coat but did 3 coats just to use up the can because if I ever need to paint this old thing again, its probably gonna be time for replacement.",2/9/2015,0.11763745,5.0,0.77
222,391,391,26332871,R3LTWVFTLXF642,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,Excellent microwave! We had very limited counter top space ...,"Excellent microwave!  We had very limited counter top space and didn't want to take up a lot of that precious space with a full-size microwave oven.  This product fit the bill perfectly.  It's been working great for several months now, no complaints at all!",2/9/2015,0.282339929,1.0,0.78
223,394,394,15690728,R1I5NTQEECERUX,B001QFYDSI,295520151,sharp microwave drawer oven,5,1,3,N,Y,Custom Looking Built-In Microwave That Works Great!,"I purchased this drawer microwave from Amazon for a new custom designed kitchen we were installing in our home.  My wife couldn't understand why I wanted it because she had never seen one before and didn't think the whole &#34;drawer thing&#34; was a good idea.  She eventually (reluctantly) agreed because she didn't want a microwave to go over the stove and there were no other good options for our kitchen design.  Once it was installed, she said she liked the looks of it (built into the island).  Everyone else that has seen it really likes the way it looks also because it's kind of unique.  When my wife used it the first time I don't think she wanted to admit I actually had a good idea but the drawer microwave works perfectly and it's easy to get cookware in and out since it's waist high with the door open.  My adult son used the &#34;sensor reheat&#34; button on a restaurant leftover meal he was warming up to eat.  The feature evidently &#34;senses&#34; the air inside the microwave as the meal is cooking and stops automatically when it's ready.  Pretty cool feature!  I love the microwave.  It adds to the custom kitchen design look and it works great.  (I think my wife even smiled one time when she used it)",2/7/2015,0.131124472,2.0,0.78
224,397,397,49052173,RI5T2SKQXJZO9,B00NQFSSWS,692404913,samsung counter top microwave,5,0,3,N,Y,Five Stars,Finally a microwave that doesn't beep!!!<br /><br />Included &#34;Crusty Plate&#34; was badly bent.,2/5/2015,0.080149963,3.0,0.77
225,399,399,8457823,R3AZICL3DCNMDJ,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,It arrived in perfect shape and I just had to plug it in,It arrived in perfect shape and I just had to plug it in.  I have been using it every day even though I have an over the stove one too.  It is so handy to do small jobs along with the big one.,2/4/2015,0.165827792,32.0,0.78
226,400,400,51213413,R3K7SS177DHQ3V,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,Petite microwave,Perfect fit in my tiny kitchen.  Love the cool blue digital read-out!,2/4/2015,0.105274624,1.0,0.77
227,402,402,27740321,R3QEJQD1OLMBIA,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,He likes it.,I bought this for a gift for a family member about 500 miles away. He says he's very happy with it and that's all I need to know,2/4/2015,0.09305641099999999,33.0,0.78
228,403,403,21831843,R212TLAXUN30WQ,B001QFYDSI,295520151,sharp microwave drawer oven,5,0,1,N,Y,save $,2 months & no problems!,2/3/2015,-0.030691412,3.0,0.76
229,404,404,51084117,R2DTIT2XOPU48M,B00NQFSSWS,692404913,samsung counter top microwave,4,3,5,Y,N,rather large for a countertop but otherwise a good product,"The Samsung Counter Top Grill Microwave contains a lot of features including a soften/melt setting and a grill capability but is probably too large for most countertops, an obvious drawback considering what it is advertised to be for. However, after using this microwave I can say that it works well and, while some its components are plastic, it seems pretty well constructed to me. The grilling feature, (the microwave includes a grill and a setting for accomplishing grilling and the soften/melt feature are nice. I tried the soften/melt feature, for example, and it worked fine. I also think this microwave is attractive so that is not a problem. The only real problem I can see with this microwave is that it is just too large for most countertops. If this is not a problem for you then I recommend this microwave, otherwise, I recommend looking for a smaller microwave.",2/3/2015,0.8038869679999999,4.0,0.7
230,406,406,10580148,R2YB7J4QPP4Q3P,B0019CADPK,486381187,lg  over the range microwaves,5,0,0,N,Y,Five Stars,works very well,2/2/2015,0.09203233699999999,1.0,0.77
231,407,407,17122164,R3J01KRMP5Q95N,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,5,3,3,N,Y,"Space saver, high wattage, several different install options","Over the range microwaves are a wonderful way to save counter space. This one gives you the option of venting the fan to duct work, or back into the kitchen, and fit under my standard height cabinets very well. Be advised that this requires a 20 amp GFI outlet to be installed inside the cabinet over your stove. This isn't hard to work out, because chances are in a newer house, your existing vent hood has electrical for it's fan and light. Watch a few youtube videos of these being installed and you should be fine.",2/2/2015,0.326995385,1.0,0.81
232,408,408,21012418,R3U160NGKTVW49,B00NXRHIO8,692404913,samsung counter top microwave,5,4,4,Y,N,Really nice microwave that also grills and functions like an oven,"My husband has been using this for the past month in his high school classroom, and his students have been using it every day to warm things up.  It's already been getting a lot of use, and is holding up great so far. Of course, I know it hasn't been used that long, so I'll be sure to update my review as they use it more.<br /><br />The nicest features of this are:<br /><br />* It's a microwave that also grills and crisps food -- so it really functions more like an oven than a microwave.  It comes with a grill rack, and you can cook meat on it.  When you use the grill function, you can put metal into the microwave . . . but just be careful that you take out the metal once you use it as a microwave proper. The gill function works fine, but doesn't make your food quite as crispy and nice as a regular toaster oven does.<br /><br />*  The crispy plate is also perfect for doing pizzas, and the students who have been using it to cook frozen pizzas have said that they are evenly cooked.<br /><br />* The 1,000 watts make this pretty powerful.  It's good at evenly cooking food, and doesn't leave those cold places in frozen dinners like cheaper microwaves do.<br /><br />*  There are ten power levels and a plus 30 seconds button, so you can easily add more time to your cooking time.<br /><br />* A standard variety of pre-set buttons make this good for doing basics such as popcorn, veggies, and potatoes.<br /><br />* The exterior has a scratch-resistant coating, and the stainless steel facing doesn't pick up smudges and fingerprints like stainless steel often does.<br /><br />The measurements on the 1.1 cubic foot microwave are: 11-11/16 H by 20-3/8 W by 15-13/16 D in inches.<br /><br />Overall, this is a really nice microwave.  As I mentioned at the start of my review, I will update this as my husband and his students use this more, but, so far, they've really liked it and it's held up well to constant use.",2/2/2015,1.194888434,5.0,0.86
233,410,410,22239575,RFVE5U32PUANZ,B00NQFSSWS,692404913,samsung counter top microwave,5,1,4,N,Y,Great value.,Quality Merchandise..  Great value.,2/2/2015,0.060981065,6.0,0.78
234,412,412,13319206,RD7MWCARZKA5Z,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,5,1,5,N,Y,... it installed for a few weeks now and works fine. It's a microwave,Had it installed for a few weeks now and works fine. It's a microwave. You plug it in. Fan speeds are great. First time ordering an appliance online and so far very happy.,1/31/2015,0.283267707,1.0,0.79
235,414,414,11969490,R8Z5VK8T7746S,B00NXRHIO8,692404913,samsung counter top microwave,5,2,2,Y,N,Presets are a bit off but it is pretty convenient to have,"this is a fabulous microwave. It does both jobs of a regular microwave and a toaster oven. What more could you ask for. Presets are a bit off but it is pretty convenient to have. You can grill in this as well, though I haven't tried it yet.. I'll keep you posted. I would recommend this product to others.",1/30/2015,0.326060627,7.0,0.8
236,415,415,38668862,R1T7C1C9QJ1UJK,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,5,0,0,N,Y,Five Stars,perfect for my application,1/30/2015,0.03809307,0.0,0.77
237,416,416,29242792,R220VI34BLHQZN,B00009V3X6,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,4,6,7,N,Y,Lasted a long time,"This replaced a 12 year old identical model that finally quit. While I considered a more recent model, the convenience of installing a microwave with the exact same dimensions and mounting hardware is hard to beat. There are a lot of buttons that I will probably never use.",1/29/2015,0.112491406,1.0,0.68
238,418,418,35815587,R3QVPNZ7G9X744,B00NXRHIO8,692404913,samsung counter top microwave,4,5,5,Y,N,"A microwave for those who want to cook more than just popcorn, TV Dinners and quesadillas","Samsung Countertop Microwave, 1.1 Cubic Feet, Stainless Steel is a must buy for people who enjoy cooking meals in their microwaves instead of just zapping snacks and melting cheese.  The counter top microwave is larger than most models and this one can cook main course meals and side dishes for you and your family.  A medium sized pizza can be cooked inside it's designed to &#34;crisp&#34; instead of being kind of on the soft side like other microwaves.  Just press the easy-to-use preset buttons for all of your cooking needs and if you want to &#34;grill&#34; your food with the grill layer that works similar to the one found in a convection oven but don't expect the same results.<br /><br />Overall, I have to recommend this microwave for those who prefer to cook their meals the fast and easy way instead of using a cumbersome stove or for apartment dwellers.  You can't go wrong with a Samsung Countertop Microwave, 1.1 Cubic Feet, Stainless Steel, especially if the price is right.",1/28/2015,0.876457774,9.0,0.72
239,419,419,18941326,R25NSG24NM4TLD,B00NXRHIO8,692404913,samsung counter top microwave,4,6,8,Y,N,Do you really need to grill in your microwave?,"This is a powerful and great looking counter top microwave. It's replaced my old 1000 watt sanyo. It has some features you don't find on many microwaves including a power saving mode (which turns off the LED clock), a grilling element on the top, and ceramic plate. In theory you could cook a pizza, heat up some bacon all while retaining the crispiness. I'd probably heat up frozen egg rolls before i do the any of the prior though. The grilling feature is gimmicky to me. First you lose height for reheating taller items. And I'm not one for having an issue using the oven for a frozen pizza or a pan for your bacon. Maybe even a toaster oven if you wanna reheat those chicken mcnuggets. There's also one more minor issue. The rotating glass plate is raised a bit too high around the edges than i'm used to. So make sure you lift your item high enough to clear the glass plate when taking anything out.",1/27/2015,0.523976268,10.0,0.7
240,420,420,26066383,RBHH2L95OZW8P,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,4,1,1,N,Y,Excellent color match,"Works exactly as advertised in my GE Profile microwave. Color match is darned near exact. I prepped with a wire brush on a drill to get as much loose paint off as possible. Then sprayed in many coats to get coverage. I removed 1 star simply because the paint is very difficult to apply without drips鈥攃ould just as easily remove a star from the painter (me). The paint leaves a slight texture or roughness that was not present with the original paint which was quite smooth. Nonetheless, I will trade this look anytime for the flaking paint of the GE oven. Cleans nicely, and has held up without blemish since my purchase and application about 6 weeks ago.<br /><br />1 can will likely cover about 陆 of a microwave interior adequately. Since my oven was flaking, I needed about this much coverage or slightly less. If I had stripped the entire interior, I would have been short.",1/27/2015,0.32259632899999996,3.0,0.66
241,421,421,51747690,RIQVMACBRZG8Z,B001QFYDSI,295520151,sharp microwave drawer oven,5,1,1,N,Y,The Kitchen of the Future...Today.,I've had this a relatively short time so my review is subject to update. the controls require a little reading to understand but other than that this is like something from the kitchen of the future. The automatic pop out / pop in is smooth and quiet. The power is sufficient to get the job done quickly and the microwaves are dispersed so there are no hot spots.,1/26/2015,0.099978395,3.0,0.78
242,422,422,52682257,R3OXRQSF8KA6V2,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,5,0,0,N,Y,Fixed the Turntable,"Solved the problem, Easy to remove and install, just like the video shows.",1/26/2015,0.126673966,0.0,0.77
243,423,423,19478925,R2V1NZ9K72YZTY,B001C3789A,994339247,magic chef 1.6 cu over-the-range microwave,5,1,6,N,Y,Five Stars,Great item. Works well.,1/25/2015,0.082509628,0.0,0.78
244,429,429,15473141,RZ6K9WIAUBKTM,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Five Stars,Great Product- Fast Shipment,1/23/2015,0.091275776,21.0,0.77
245,431,431,21128627,R5G7G1CFWENZ8,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,5,2,10,N,Y,Five Stars,great suction not noisy,1/23/2015,0.040145659,2.0,0.78
246,432,432,28455231,RKAYI062NRTTI,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,0,N,Y,Worked as advertised.,Worked as advertised. Like the other reviews preparation is the key. First I cleaned the microwave thoroughly.  Next I taped off all the areas I did not want painted. I took the microwave outside and placed on a bench. I sanded down all the loose paint and rust with a sanding stone.  I sprayed several thin layers of paint waiting about 15 minutes between coats to let dry. I probably sprayed 20 coats. You could smell the new paint for a couple of days. It has been a couple of months and there has been no chipping.  Good product.,1/22/2015,0.282590324,4.0,0.78
247,433,433,52894428,R2CL5BMJ3G940Y,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,0,0,N,Y,Worth the extra price,Great microwave. It is much more expensive than the typical small microwave but is worth it for something of better quality and at least some elegance of design. Controls are simple and light to the touch. I don't miss having a numeric keypad.,1/22/2015,0.17830765199999998,0.0,0.78
248,435,435,43851595,R30K0MQUHTA0VN,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,4,2,3,N,Y,"Good looking, silent and functional","I bought Danby Designer 1.1 cu.ft microwave to replace my aging and faulty Sharp Carousal which served well for 7 years. On comparing against my Sharp unit I found this few pounds lighter. But the marked difference which was noticed is the noise level. While Sharp was really a rowdy teenager this guy is really a silent one. When measured with smartphone sound meter app, the operational level was about 65dB ( which is like normal conversational level). I payed $40 premium for the stainless steel model which was purely for aesthetic reason - my previous microwave was plastic and I did not have any 'material' issue. As for functions, besides the common controls like popcorn,pizza,beverage etc there were a few other controls which I find useful. There is a power level button which lets you step down from full power level to say 50% level. There is also a kitchen timer control which works independently of the cooking control - $5 timer will do that function but having it there help reduce kitchen clutter. There is a two step cooking, which essentially step down the power for the second round - yet to try this feature.<br />Instead of the push button door release a door handle would have made it look more industrial. The wheeled base where the tray rest and the spoke on which tray slots fits looks a bit fragile, probably because of the lack of finish on the molds.<br />Overall this is a very elegant and industrial looking microwave and so far a great addition to my counter top.",1/21/2015,0.736403887,20.0,0.69
249,438,438,4958745,R3NJ2HXZL08I7F,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,1,1,N,Y,Five Stars,great space saver.,1/20/2015,0.070637137,1.0,0.78
250,440,440,52934881,R30HHT87LEQ58T,B00NXRHIO8,692404913,samsung counter top microwave,5,0,0,Y,N,Includes Toaster Grill...,"As far as microwave cookers go, this beats everything else because it includes a toaster grill. I really prefer using the toaster grill rather than the microwave even if it takes much longer to cook... so it's perfect for me. This unit looks really slick and it's so easy to use. Very intuitive. It's about twice the price of other units but this is a high quality Samsung product. I love it.<br /><br />HIGHLY RECOMMENDED!",1/18/2015,0.38449143700000005,10.0,0.79
